DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke,POP,City,LAT,LONG
11.6,40.1,13.7,31,22.1,20.5,7.1,10.1,8.4,"1,887",PA,42.11322442,-80.07974277
13.7,25.3,2.7,34.9,25.3,14.5,9.2,10.1,5,"2,542",PA,39.96072488,-75.1439885
7.5,26.6,8.1,38.2,31.1,15.3,7.1,9.9,3.2,"3,269",PA,42.14363812,-80.04653761
17.8,25.2,8.6,33.2,39.7,27.1,14.6,10,2.1,"3,248",PA,39.98850608,-75.13391555
14.3,28.9,5.2,33.4,48.5,29,6.7,10,1.9,"2,406",PA,40.47271022,-79.91560058
17.2,27,7.1,36.4,41.3,30,3.2,10.2,1.1,"4,002",PA,40.05421984,75.18222004
10.81,18.9,4.9,31.67,47,29.4,8,14.9,1.9,"2,054",PA,40.45166258,-79.90211923
15.6,35,7.5,31.1,42.2,18.5,8.4,14.3,2.8,"7,001",PA,40.01627992,-75.13793721
19.8,24.8,4,35.2,35.1,17.9,8.1,14.1,2.6,"2,604",PA,40.44011022,-79.96634762
15.6,28.8,7.3,35.5,37.2,31.4,10.3,10.9,5.5,"1,111",PA,39.89883279,-75.24473464
12.2,23.1,10.1,22.9,46.7,24.5,8.7,11.7,4.5,"1,191",PA,40.4517704,-79.88827812
9.2,29.3,5,32.9,13.2,28.4,6.8,11,2.7,"7,462",PA,42.10633511,-80.05167573
10.1,23.1,5.3,32.8,37.9,24,5.7,12.8,4,"3,543",PA,40.09731539,-74.98051525
21.8,49.7,9.2,38,41.7,27.6,7.7,11.8,1.1,"5,439",PA,40.09663974,-75.03767177
9.8,45,11.9,35.1,19,28.2,5.4,14.2,3,"2,232",PA,40.47049396,-79.89364097
17.4,26.7,8.9,35.6,46.4,13.3,8.5,11.6,3.6,"4,035",PA,40.03332874,-75.16204624
9.1,36.4,7.3,26.8,47.4,26.2,2.8,9.2,2,"2,651",PA,40.48569615,-80.03199663
10,48.4,3.4,32.7,31.5,21.4,6.3,13.3,3.6,"2,329",PA,39.9519534,-75.15817763
17.8,34.7,10.6,35.7,38.6,18.3,6.4,9.5,2.7,"4,086",PA,40.04722891,-74.98485335
17.8,42.7,7.5,34.1,30.6,29.4,8.8,13.4,6.3,"2,635",PA,40.44317169,-80.0368654
21.8,36.2,3.4,33.6,33.2,18,7.5,13.8,3.7,"3,857",PA,40.03500547,-75.22850639
2.5,41.4,2.1,32.1,21.9,16.7,9.3,14.6,2.5,"3,478",PA,39.95238276,-75.14666286
7.2,42.7,4.3,23.5,34.6,10,6.3,9,4.3,"3,222",PA,39.96935639,-75.1700367
2.5,39.5,6.3,26.6,32.5,16.8,5.3,12.2,3.5,"3,739",PA,40.65947626,-75.34715324
12.1,30.47,5.6,33.3,34.7,17.6,12.8,13.1,7.3,4,PA,40.47308212,-79.94887585
17.6,38.9,10.3,31.2,30.3,17.6,7.2,11.5,1.8,"1,153",PA,40.4546279,-79.89683317
6.1,32.1,8.7,33.9,47.4,29.4,7.8,10.4,2.8,"6,565",PA,40.05475689,-75.14792466
16.1,35.9,10.5,23,47.6,13.9,10.1,13.7,3.2,"5,189",PA,40.00812825,-75.1621608
13.3,29.7,6.4,32.6,34.3,16,11.6,9.5,6.7,"2,832",PA,42.10072862,-80.087309
8.5,24.5,8.8,28.7,31.4,15.1,5.2,11.4,3.21,"3,080",PA,40.05434314,-75.16827635
6.5,43.4,6.9,34.5,29.1,11.4,7.2,9.3,2.9,"2,924",PA,40.06855602,75.08734197
8.8,37.4,8.2,40,26.3,27.2,4.4,12.5,3.4,"6,313",PA,39.95688208,-75.22653894
18.9,32.5,9.7,32.7,28.8,25.8,7.6,10.8,2.9,"3,187",PA,39.96808299,75.23167015
17.6,37.9,7.2,36.1,21.8,28,2.3,8.9,3.3,"4,065",PA,40.06649405,-75.16921753
12.8,29.2,5.4,33.1,35.2,22.9,13.4,10.2,4,"5,177",PA,40.43343954,-79.9282886
16.4,39.7,4.9,22.1,25.9,18.7,9.8,15.1,3.5,"3,874",PA,39.92855266,-75.15370326
12.6,46.1,8.6,34.9,23.2,12.8,7.9,10.6,6.7,"4,924",PA,39.94092046,-75.22825104
10.5,42.6,5.7,27.6,23.3,22.4,9.2,10.1,6.5,"5,768",PA,40.60740571,-75.36635574
17.9,39.5,7.6,38.8,34.9,19.8,6,10.7,6.6,"2,375",PA,40.0052279,75.08078426
13.3,23.2,10,33.8,41.4,30.4,4.9,9.7,1.5,"3,547",PA,40.00368247,-75.15530715
17.4,39.6,7.7,31.1,29.3,17.97,9.5,9.3,7.6,"3,957",PA,42.11546792,-80.12503497
3.7,41.2,3.4,35.1,45.3,10.2,7.8,11.2,3,"2,947",PA,39.95373406,-75.216593
10.4,26.1,5.7,35.8,45.9,33.1,7.9,13.9,3.5,"5,351",PA,40.42131843,-79.91875628
14,26.2,6.1,31,37.2,21.6,5.3,10.1,3.7,"3,448",PA,40.40380124,80.01244096
14.3,34.7,7.8,31.67,15.1,17.97,7,11.3,6.3,"4,423",PA,40.04170351,-75.16453098
16.2,25.6,6.9,33.6,24.8,36.6,8.9,12.9,4.2,"6,040",PA,40.0626481,-75.07364388
13.5,35.3,9.2,34,50.9,27.4,6.2,14,4.2,"3,935",PA,39.99178208,-75.16765402
19.5,25.9,5.3,31.2,45.5,22.6,3,9.74,6.4,"6,800",PA,40.0390704,75.12513514
13.6,32.2,5.7,36.6,30.3,25.1,7.3,12.7,3.5,"1,888",PA,40.07590534,-75.21368999
13,32.5,12.4,28.9,49.8,20.3,6.3,10.2,4.1,"1,707",PA,40.44771275,-79.9728904
19.9,28.5,9.1,31.8,28,26.9,6.1,9.5,4,"1,549",PA,42.121667,-80.06998826
9.7,26.7,6.4,41.3,33.2,14.4,5,11.7,4.7,"6,313",PA,39.98705345,75.11393389
6.9,29.5,11.7,32.7,45.3,28.8,7.9,9.74,5.8,869,PA,40.46533601,-79.91044314
15.7,31.7,5.7,20.3,26.4,17.5,4.9,9.74,4.4,"4,664",PA,39.92906404,-75.1719912
22.3,44.9,5.3,28.2,36.8,26.4,3.7,13.9,2.2,"1,843",PA,40.475307,-79.96196286
11.6,21.3,3.6,33.2,30.8,18.4,6.4,12.3,2.6,"3,950",PA,39.9429436,75.17159302
5.3,24.4,9.9,26.6,29.5,19.3,5.7,8.5,4.1,"3,967",PA,39.98165023,-75.18040299
9.3,43.9,7.3,27.8,31.8,36.1,2.4,9.3,0.7,"3,827",PA,40.0458879,-75.1544482
8.3,45.3,7.5,29.2,36.2,14.6,6.1,11.7,2.9,"2,061",PA,39.97645045,-75.17717712
10.81,30,5.4,31.8,25,11.6,3,8.8,5.5,"2,341",PA,40.46526129,-79.96504948
7.6,37.9,8.9,35.9,43.3,17.6,9.6,12.4,2.7,"4,238",PA,39.96553959,-75.24350747
6.4,44.3,6.9,31.9,26.1,18.2,6.4,10.4,1.7,"1,672",PA,40.4709719,-80.01649698
11.6,44,2.6,32.7,44.6,26.5,7.5,13.4,6.5,"2,721",PA,39.94004537,-75.17222707
19.1,37.5,8.9,34.4,46.4,30.2,3.9,9.6,2,"3,750",PA,39.92931555,-75.22984233
22.5,24.4,5.7,31.1,41.6,19.7,8.8,11.2,3.7,"4,144",PA,40.41027982,-80.03933175
21.2,41.5,6.3,31.6,37.3,16,6,10.5,6.5,"5,105",PA,39.92195539,-75.15126403
10.7,20.6,7.2,34.4,32,25.7,6.9,13.1,3.8,"3,246",PA,40.62759331,-75.41063026
8.3,27.2,8.1,32.2,20.7,24.9,12.5,9.8,4,"4,685",PA,40.03613244,75.10745954
26.6,28,6,32.1,36.9,25.2,7.4,10.5,3.5,"2,848",PA,40.45288034,-80.08092154
22.8,27.3,6.3,32.9,40.6,21,3.8,10.7,3.4,"6,942",PA,40.03027741,-75.03962646
20.6,38,6.4,32.9,47.5,24.3,12.2,11.1,7,"4,874",PA,40.05478323,-75.08190559
7.8,37.4,6.4,27.7,31.7,30.7,3.6,9,3.2,"5,480",PA,40.06874254,-75.15719449
11.5,36.8,5.6,33.7,42.3,23.1,9.4,12.4,7,6,PA,39.97159522,-75.26257753
24.3,29.6,4.5,35,34.2,29.4,9.2,11.1,5.5,"2,872",PA,40.42489236,-79.96430059
9.6,37.9,11.5,31.8,38,23.9,9.2,13.8,4.1,"1,214",PA,40.47763834,-80.00259456
8.5,50,6.7,34.4,29.3,24,9.8,10.4,6.4,"7,645",PA,40.03359748,-75.0338493
10.6,35.3,7.6,23,24.7,22.5,9.2,13,2.6,"3,747",PA,40.41355485,-79.99300743
8.4,30.47,6.1,26.7,33.5,31.9,7.8,8.9,6.8,"2,288",PA,39.96595742,-75.17525071
11.2,47.2,4.7,35.4,48.3,28.6,8.6,8.6,7.5,"4,282",PA,39.97736873,-75.2518303
12.4,27.1,4.8,33.2,34.2,25,6.2,8.3,1.5,540,PA,40.48825403,-79.89240528
9.5,25.4,5.4,36.3,34.5,28.8,7.6,11.4,4.6,"2,603",PA,39.94567226,-75.15160194
20.5,23.5,6.1,35.8,29,21.3,7.9,8.9,4.7,"3,457",PA,40.03860504,-75.12864951
11.6,31.1,7.3,31.67,28,18.6,12.1,11,3.3,"6,162",PA,39.93823564,-75.19610703
13.2,42.3,2.4,24.5,36.3,29.7,9.3,10.9,3.9,"3,570",PA,39.96516323,-75.1360194
10.81,29.4,3.6,34.5,27.8,21,8.7,10.4,2.7,"5,841",PA,40.01279611,-75.19397013
17.9,42.1,9.2,32.7,37,25,8.3,9.7,4.4,"3,201",PA,40.10473902,-75.01045386
3,22.8,6,34.1,29.3,12.8,13.3,9.6,2.1,"4,971",PA,40.02306002,-75.06489885
5,29.3,3.3,31.6,50.5,17.3,8.5,10.3,4.2,"4,942",PA,39.9428318,-75.18455584
15.6,27.7,11.3,34.8,40,35,3.8,10.3,3.2,"3,469",PA,40.40865232,-79.93273264
19.3,23.4,7.9,34.3,25.8,25.4,6.3,12.5,2.9,"5,076",PA,39.99506218,-75.12313984
7.4,43.4,6.4,24.2,46,26.4,9,8.6,2.3,"5,285",PA,40.08144459,-75.03838122
13.3,23.4,2.4,29.3,32.3,14.5,5.8,9.6,3.8,"3,939",PA,39.97854888,-75.16202443
14.3,24.3,7.8,32.4,22.5,16.3,8.1,9.8,3.6,761,PA,40.45994208,-80.02186583
10.81,22.4,7.4,39.6,16.4,18.1,20.2,9.7,3.5,"7,848",PA,39.91794252,-75.16006286
8.6,25.1,7.5,32.2,39.6,22.1,14,10.8,3,"2,225",PA,39.98401969,-75.13842174
16.1,41.1,7.3,40.1,19.1,10.5,10.2,9,3,"2,635",PA,40.46890942,-79.95719636
7.2,43.8,4.2,24.7,17.9,30.3,10.6,10.9,2.4,"4,917",PA,40.02421632,-75.21490583
20,28.3,1.4,33.7,47.2,28.8,9.1,11.4,4.9,"6,966",PA,39.94909582,-75.19370441
24.1,39.9,8.7,23.8,37.4,17.6,8.6,10.4,2.9,"3,470",PA,39.97372901,-75.20629516
12.4,20.8,6.7,31.1,40.1,19.4,5.6,14.2,3.7,"3,920",PA,40.06042025,75.17607174
13.8,34,2,28.9,51.9,31.1,6.7,14,5.4,"5,576",PA,39.95951168,-75.19062452
4.8,41.7,8.1,31.8,18.3,20.9,9,9.5,6.6,"2,891",PA,40.01375413,-75.09176558
12.7,43.9,6.6,32.2,46.8,31.8,4,9.7,2.4,"2,507",PA,40.02181945,-75.13144021
16.1,35.6,6.9,34.9,40.6,23.1,9,15,1.3,"1,824",PA,42.12658045,-80.06357767
6.3,29.9,5.6,31.8,18.2,34.3,4.5,11.6,1.8,2,PA,40.08665102,-75.00626369
7.7,35.7,9.2,25.5,23.9,11.2,9.6,12.4,3.8,"3,055",PA,39.99119657,-75.16190172
6.9,29.8,5.9,30.9,45.5,27.4,10.6,14.7,8,"4,472",PA,39.92550133,-75.24208246
16.5,39.3,7.3,32.5,29.6,15.7,6.5,7.9,0.9,"5,241",PA,40.06254627,-75.1620066
20.5,34.7,7.1,25.9,30.8,23.4,5.5,12.9,2,"3,235",PA,40.05731342,-75.08853898
10.81,23.1,7.9,33.4,48.5,17.97,11.4,12.5,3.21,"1,741",PA,39.97900664,-75.14189103
9.1,34.3,17.9,33.1,41.6,21.1,5.7,10.2,4.3,461,PA,40.48038259,-79.89722051
9.3,28.2,4.7,28.7,33.6,28.5,9.6,9.4,2,"3,463",PA,40.07245861,-75.19627076
14.3,47.9,7.2,32.8,23.5,26.6,11,8.7,5.1,"8,322",PA,39.99736587,-75.1058295
13.2,40.8,9.2,30.8,39.7,29.5,4.8,8.7,1.4,"2,758",PA,39.94836486,-75.23605063
10.5,27,5.1,24,25.6,22.2,5.9,9.8,3.8,"2,011",PA,40.42465132,-80.0012947
10.4,37,6.4,35.9,33,36.6,5.1,10.9,3.8,"1,161",PA,40.03944362,-75.20079313
11.7,33.6,4.9,34.4,27.7,30.7,8.3,11.5,4.9,"4,061",PA,40.60432401,-75.34075805
17.2,40.3,10.4,31.9,34.1,34.8,7.6,11.6,1.8,"4,244",PA,40.05501492,-75.04405561
9.4,21.4,4.9,34.9,29.3,29.2,6.1,11.6,3.21,"1,947",PA,39.99553232,-75.22974663
12.2,20.1,9.2,35.8,44.7,19.2,9.6,13.5,6.1,"2,419",PA,39.99621378,-75.15035862
22.3,38.2,6.8,31.5,19.6,20.2,3.4,13.2,3.2,"7,972",PA,40.00063924,-75.11506479
8.1,31,9.9,27,46.7,16.3,3.5,12.2,4.8,"2,256",PA,40.44273346,79.98377191
12.8,38.1,6.9,28.4,29.1,18.3,7.6,9,4.6,"3,675",PA,40.00340293,-75.13004449
6.2,43.6,7.4,22,27,16.1,12.5,9.5,2.7,"3,898",PA,39.91846584,-75.18313222
11.3,39.3,5.3,32.4,33.8,23.7,8.4,13.5,4.8,"3,822",PA,40.02808074,-75.17946237
12.5,23.8,7.1,32.7,33.7,31.7,7.7,8.9,1.1,"4,018",PA,40.03926584,-75.05486923
14,34.7,4.1,31,26.5,27.9,8.4,8,8,"4,934",PA,40.45203086,-79.94194826
8.4,47.7,6.8,36.1,20.3,17.97,8.9,11.1,5.5,"4,745",PA,40.10930778,75.02850723
14.8,40,5.5,33.7,19.3,13.8,10.9,10.5,4.1,"5,772",PA,40.04502777,-75.2239454
12.9,23,7.8,34,26.8,11.7,5.2,13.1,3.5,"4,299",PA,40.05439409,-75.01582431
9.1,24.6,6.4,28.1,47.1,22.9,6.3,9.3,5.2,"1,462",PA,40.44046231,-80.05392885
17.4,27.4,4,24.9,48.8,21.3,8.3,9.74,3.2,"5,129",PA,39.93676337,-75.15951013
16.9,28.1,5.9,31.67,27.2,20.2,3.8,14.6,2.7,"2,453",PA,40.0497812,-75.12523139
8.9,42.3,4.4,35.2,10.8,32.7,2.7,9.5,4.2,"2,986",PA,39.95990086,-75.15516508
8.4,34.6,11.6,35,37.2,17.7,4.3,10,2.5,"1,476",PA,39.96463275,-75.20792132
6.2,44,4.7,33.1,36.9,19.9,7.9,15.5,2.5,"7,002",PA,39.97938097,-75.12319021
6.3,27.3,8.4,31.3,32.6,29.7,3.7,14.8,3.3,"7,823",PA,40.62914931,-75.36178615
10.9,29.3,5.6,33.9,34.3,23.7,6.2,9.7,7.5,11,PA,40.451987,-80.02801231
15.5,34.8,9.9,32.8,33.4,19.9,5.4,13.8,2.7,"3,827",PA,39.96327088,-75.23224374
21,41.8,7,33,54.6,12.3,2.3,10.3,2.6,"6,173",PA,40.02605056,-75.1438524
8.7,30.47,6.9,34.4,33.4,22,11.3,9.8,8.9,"7,478",PA,40.01867198,-75.07808772
9.3,30.2,4.7,31.9,37.6,21.9,4.6,13.4,5.8,"2,380",PA,39.94635235,-75.20825839
11.8,35,6.2,33,37.2,14.7,4.4,12.8,3.1,"8,154",PA,40.03573025,-75.09388388
14.7,27.3,5.4,33.6,24.1,24.8,9.8,13.4,2.9,"3,346",PA,40.48517511,79.92684987
11.8,20.8,8.7,28.6,31,28.9,6.4,11.3,2.9,"3,564",PA,40.00081525,-75.21345798
8.6,20.7,9,28.4,32.6,28,6,13.1,3.5,"2,395",PA,42.11640787,-80.06837206
13.5,30.47,10.4,24.2,32.2,16.9,7.5,12,5.9,"3,399",PA,40.08259467,-75.07215858
7.6,30.4,6,36.5,34.1,29.5,6.4,11.2,4.3,"4,017",PA,40.03110207,-75.07698915
10.5,32.1,7.5,30.3,14.6,12.9,4.4,10.2,3.3,"1,265",PA,40.00252895,-75.15089952
21.8,46.3,4,13.4,23.7,21.8,7.9,10.5,3.21,"4,259",PA,40.05747611,-75.23243517
9,37.8,6,32.4,34.2,19.5,5.2,13.1,2.8,"3,705",PA,39.99644696,-75.11675256
9,26.2,6.5,34.3,33,18.5,10.4,14.2,3.9,"6,866",PA,40.06147855,-75.05923503
8.7,44.3,5.5,35.1,33.6,30,7.3,14,3.3,"2,363",PA,40.42500788,-79.94439392
17.9,40.4,7.3,33.2,33.5,16.2,2.8,12.4,8.6,"5,175",PA,40.07075317,-75.05782108
11.3,38.1,6.6,33.9,34.2,36.9,4.4,9,3.2,"4,366",PA,39.97108342,-75.25037599
9.4,41.5,7.6,33.4,17.5,23.1,9.3,9.9,2.9,"3,129",PA,40.02482846,-75.16389248
8.7,41.3,6.9,34.9,41.6,27.7,7.2,9,4.6,"1,079",PA,40.46540638,-80.02850125
4.1,28.4,6.5,33.4,29.6,22.9,4.2,9.8,1.4,"2,092",PA,39.93814161,-75.18431448
18.2,46.8,6.2,31.1,35.3,31,7.6,8.8,4.6,"3,695",PA,40.08987152,-74.96547231
14.4,28.9,6.3,30.2,34.8,17.7,5.1,9.3,5.2,"6,945",PA,40.03931898,-75.06981404
13.8,42.2,6.6,34.6,32.3,21.4,7.3,11.5,3.3,"6,138",PA,40.08424575,-74.97879872
20.1,29,8.2,32.4,49.3,24.1,2.8,12.8,2.1,"3,276",PA,42.13814938,-80.05904885
9.6,33.2,8.8,38,46.1,30.7,6.3,13.5,1.8,"3,194",PA,39.99939725,-75.16861448
19.4,43.9,7.8,29.9,36,28.8,3.9,11.7,2.5,"4,488",PA,39.95798995,-75.23546807
13.1,28,7.6,27.2,24.7,17.8,9.8,14,5.4,"5,459",PA,39.97213961,-75.24252902
9.7,30.5,10.6,31.5,30.6,14.2,6.2,9.74,3.21,"2,557",PA,39.93815798,-75.2249983
14.6,25.5,5.4,34.6,27.9,29.3,9.4,9.74,1.3,"5,231",PA,40.04281632,-75.09943505
8.1,24.7,4.5,31.1,33.8,32.7,3.5,13.3,1.9,"3,873",PA,40.03743819,75.15430866
9.1,33.2,5.6,31.6,33.7,27.8,5.8,11.9,5.2,7,PA,40.44204236,-79.90633097
8.4,29.8,7.8,32.7,29.9,16.6,4.8,9.4,2.7,"3,777",PA,40.65465639,-75.37084886
8.8,41.9,10.1,33.2,26,37.1,7.9,10.2,5.6,"3,764",PA,39.9750563,75.17118456
7.6,36.4,6.2,32.4,36.9,20.8,4.7,13.4,1.9,"5,322",PA,40.38892664,80.01633259
7.1,29.7,6.6,34.3,10.9,15.3,7.4,12.4,1.4,"2,839",PA,42.09513169,-80.07267867
5.7,28.8,5.6,24.1,27.1,24.6,7.1,10,5.3,"1,320",PA,40.05805199,-75.21027378
13,43.2,5.1,36.6,39.4,17.8,7.4,12.4,2.5,"3,971",PA,40.47555152,-79.92316264
12.9,30.1,6.9,29.5,27.5,21.8,6.5,14.6,3.4,"3,854",PA,42.09745479,80.09611699
7.2,38.8,6.1,40.4,36.4,13.5,7.4,12,4.4,"4,077",PA,40.12357055,-74.99935191
8.4,30.8,6,24.2,36.1,26,9.1,14.1,7,"1,395",PA,40.45194154,-80.00986818
18.9,45,4.6,27.1,45.1,20.3,8.9,10.2,5.3,"5,454",PA,42.12309638,-80.09920386
9,38.2,7.5,32.3,50.8,32.8,6.6,10.4,4,"5,766",PA,40.02639193,-75.04525616
18.1,34.6,7.8,26.3,31.3,26.8,9.1,13,0.8,"1,926",PA,40.40009083,-79.94713127
4.1,41.2,5.6,15.7,49.9,32.9,7.6,9.7,6,30,PA,39.90157313,-75.21400017
9.9,46.4,4.1,23.1,25.2,22.4,4.5,13.1,7.1,"3,601",PA,39.94937478,-75.17424888
9.4,20.6,8.6,22.4,36.4,27.9,6.9,13.4,2.6,"2,648",PA,40.46718119,-79.9952226
11.5,40.7,7.9,32.5,28.8,21.8,6.4,9.6,2.8,"7,282",PA,40.09080046,75.02786086
15.9,41.3,7.8,33,31.7,26.4,9.5,9.5,3.6,"3,466",PA,39.99305231,-75.17583933
9.6,28.9,6.2,34.2,37.2,16.3,6.7,13,2.5,"4,391",PA,40.03893708,-75.18270378
5.5,26.4,9.3,28.1,35.4,19.7,8.7,9,3.6,"2,769",PA,40.01258211,-75.14959223
16.8,45.2,6.3,32.4,19.9,19.8,8.1,11.4,9,"2,261",PA,40.39466055,-80.00508191
13.5,26.4,7,32.2,31,19.1,3.8,8.4,5,"3,142",PA,39.95329732,-75.16869524
9.9,25.3,7.1,33.2,32.7,17.4,6.3,10.1,2.7,"3,768",PA,40.64044104,-75.41789604
9.3,40.1,6.5,31,39.1,24.4,6.2,10.8,4.6,"2,586",PA,39.98105698,-75.11280001
14.7,44.3,5.9,32,22.3,29.1,6.5,12.8,4.4,"4,141",PA,39.93069845,-75.16557282
15,41.1,11.7,28.8,28.5,24.6,9.3,12,3.4,818,PA,40.45943172,-79.90394769
10.5,40.5,6.5,33.4,45.8,12.1,5.7,13.7,3.3,"5,543",PA,40.04538481,-75.00907637
16.6,33.6,6.1,34.7,23.1,28.2,10.6,9.6,5.3,"1,788",PA,39.98904916,-75.15360626
9.1,24.4,7,31.6,29.3,11.2,6,12,4.3,"7,115",PA,40.05049225,-75.09437872
7.1,45.4,3.3,33.2,28.7,28,9.7,11.1,6.1,"1,998",PA,40.46019845,-79.93966738
7,28.6,2.9,30.1,34.3,29.6,10.3,11.2,5.8,"2,647",PA,39.93775926,-75.14831144
7.1,27.6,9.1,27.2,42.2,32.2,6.9,15.6,5.3,"2,038",PA,39.98696327,-75.18575015
9.9,24.6,3.1,31.8,28.6,21.5,10.4,11.2,4,"3,880",PA,40.02834211,-75.22408209
6.2,30.3,3.1,28.9,38.3,18.1,2.8,14.2,3.3,"2,677",PA,39.96896964,-75.17857747
13.7,26,1.8,34.3,33.2,17.97,7.9,12.5,3.6,"3,036",PA,39.95381151,-75.20704348
17.5,45.5,8.2,34.3,20.3,17.2,6.3,13.2,3.1,"1,889",PA,40.04684424,-75.16688175
3.3,29.5,7.2,23.3,26.9,27.2,10.6,8.5,3.1,"6,450",PA,39.91151971,-75.23815702
12.4,37.1,6.5,32.1,36.9,30.2,9,14.1,6,"4,898",PA,40.04224961,75.07854485
9.3,27.8,7.5,37.4,29.2,14.8,8.2,8.1,3.6,"6,160",PA,40.03029194,75.11676702
9.4,34.4,4.8,30.2,35.4,19.4,9.5,10.2,7.1,"2,306",PA,40.44933958,-79.91574161
19.8,40.6,10.7,36.1,13.9,20.4,7,10.6,3.21,"1,202",PA,40.45104644,-79.97439328
15.9,33.9,7.8,29.1,29.3,18.1,6.3,10.7,3.2,"6,243",PA,39.92296108,-75.15897414
10.4,35.1,6.2,35.1,31.4,17.7,6.8,9.8,5.2,"1,629",PA,40.46436453,-79.95293681
12.2,29.7,9.6,16.3,42.8,32.9,3,10.1,6.1,"4,788",PA,40.05054434,-75.15122683
10.8,22.6,7.2,30.9,42.3,23,8.7,10.4,4.5,"4,647",PA,40.05552725,-75.13993108
20.4,37,7,28,45.3,11.6,7.8,10,4.9,"2,437",PA,40.07141662,-75.23325685
17.8,31.2,6.9,32.4,29.2,21.7,4.1,10.3,3.6,"5,315",PA,39.99108998,-75.09271532
8.6,28.3,6.3,35.2,21.2,26,7.3,9.2,4.2,"1,314",PA,39.88790772,-75.25530082
11.5,38.4,4.4,30.8,46.6,12.4,11.5,13.4,3.4,"4,554",PA,40.43327484,-79.91660161
17.9,28.7,9,26.1,29.3,35.4,7.1,9,3.3,"2,995",PA,40.07046451,-75.17551887
11.6,30.8,8.1,31.5,33.6,26.9,7.6,12.1,4,"2,783",PA,40.32746804,-75.91545512
15.1,46,8.3,38.3,31.6,24.9,9.8,10.1,3.4,"2,439",PA,41.40775098,-75.68899361
12.9,44.6,9.8,33.8,33.5,28.8,10,11.9,3.9,"2,522",PA,41.41791633,-75.68158242
10.7,35.9,7.3,36,24.8,22.6,8.5,10.7,4.1,"2,165",PA,41.40343106,-75.64543404
20,38.1,6.9,34.2,35.8,22.1,8.1,10.6,4.7,"4,405",PA,40.35226626,-75.91789443
9.2,44.1,6.8,35.8,31.9,24.5,8.5,11,2.9,"3,376",PA,41.4391089,-75.6368703
17.5,37.6,6.9,35.3,30.7,20.1,10.7,10.6,3.2,"2,747",PA,41.3937531,-75.65652945
11.1,41.1,7.4,35.7,35,24.4,7.5,10.7,3.2,"2,970",PA,40.34164317,-75.92838397
14.7,41,7.6,31.6,33.6,19.3,7.9,10.6,2.5,"3,936",PA,40.35743329,-75.9279771
13.7,33.2,8,33.9,29.8,25.9,8,9.8,3.8,"2,696",PA,40.34712619,-75.92788691
10.8,44.8,8.5,42,30.5,26.9,9.4,10.2,3.8,"2,855",PA,41.42287506,-75.66644707
19.5,37,6.8,35,38.6,18.5,9,11,4,"1,546",PA,41.38045947,-75.69478789
9.4,44.3,8.5,34.3,37.6,27.4,10.1,9.5,4.3,"2,026",PA,40.32699443,-75.92134409
11,31.6,6.5,37.5,36.5,30.9,6,10.7,3.5,"3,224",PA,40.3410074,-75.92012393
6.4,34.9,7.4,38,39.1,29.2,10.2,10.4,6.2,"1,977",PA,41.40404564,-75.6393958
16.2,45.2,9,33.6,36.2,27.6,8.5,11.2,4.2,"1,741",PA,40.34112984,-75.93554387
13.7,39.3,8.8,31.8,32.8,28.6,9,11.5,4.3,"2,330",PA,41.40115349,-75.6919361
12.1,37.3,6.9,32.6,30.8,24.7,11.3,11.6,4.5,"3,554",PA,40.36263475,-75.92016572
9.9,35.3,7.1,36.6,33.2,22.5,6.5,11.1,4.2,"3,034",PA,41.42457978,-75.67849447
11.8,43.2,7.7,31.7,30.8,23.5,9.5,11.2,2.7,"2,670",PA,40.3405069,-75.91312479
12.5,32.8,6.6,36.2,32,29.2,7.7,10.7,3.2,"3,094",PA,40.31328288,-75.92813097
13.2,30.5,7.9,36.6,34,23.4,7.6,10.5,4.4,"2,141",PA,41.38873828,-75.68082077
12.9,30.4,6.6,33,32.5,22.7,8.7,10.4,4.9,"1,474",PA,41.43140169,-75.65464751
14.3,38.5,8.2,38,35.5,30.3,7.4,10,3.6,"2,681",PA,41.43708273,-75.66393097
9.3,33.3,8,33.7,30.2,27.6,11.5,10.2,4.9,"2,434",PA,41.39575234,75.66605921
15.4,36.9,12.7,34.7,29.5,28.2,9.5,10.5,4.4,"2,642",PA,41.41013718,-75.66309045
15.9,33.2,8.9,33.6,33.3,17.9,9.6,10,3.3,"4,789",PA,41.43452535,-75.69217022
10.4,40.7,11,35.4,37.8,29.9,9.3,11.6,5.4,"5,346",PA,40.33527046,-75.92496868
11.7,46.3,6.4,34.4,29.4,25.8,8.4,10.3,3.8,"2,186",PA,40.32844217,-75.92607195
14.7,44.7,7.4,36.2,35,28.5,8,10.9,3.6,"3,656",PA,41.40526855,75.67839746
8.4,32.8,5.6,32.3,33.1,27.6,9.7,10.7,4.2,"3,261",PA,40.36181129,-75.90762857
12.3,39.9,7.3,36.7,36,30,7.1,11,3.4,"4,184",PA,40.34541453,-75.94418438
9.8,46,9.5,30.5,31,29.3,6.2,11,5,"4,160",PA,41.38146756,-75.67419158
13.1,48.1,6.3,37.1,28.3,25.5,9.4,10.8,3.8,"2,874",PA,40.33711993,-75.90264453
15.3,45,8,38,33.9,29.9,7.2,11.5,3.6,"3,001",PA,41.45363755,-75.66285485
