DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke,POP,City,LAT,LONG
11.8,29.7,5.2,32.7,22.6,13,5.7,7.7,1.5,"4,138",CA,34.03939406,-117.7335432
12.7,23.6,5,30.1,27.6,16.5,3.3,8.3,3,"2,388",CA,33.80367247,-117.7786306
9.4,30.8,4.8,29.5,39.5,10.7,6.3,8,4.5,"4,887",CA,34.11040567,-117.3900615
9,29.2,3.3,28.2,30,18,4.1,9.7,2.3,"4,865",CA,37.84059834,122.2544363
10.81,35.4,4.3,37.9,25.7,11,5.5,10.3,2.6,"2,376",CA,33.21119313,-117.2714241
10.81,30.1,5.7,31.67,23.8,16.4,3.3,8.1,2.7,878,CA,34.21723105,-118.1796164
8.9,29.7,3.2,33.5,37.1,17.5,4.3,10.4,1.7,"11,267",CA,33.83683401,17.19555537
13.8,19.9,5.6,36.2,25.7,14.3,6,7.6,2.5,858,CA,34.58926344,-118.0469096
11,29.9,4.5,29.5,28.3,16.8,5.2,8.5,2.5,"4,315",CA,34.59886463,-118.1563725
10.1,34.8,4.6,31.6,26,13.9,6.1,8.9,3,"4,990",CA,34.08080185,-117.6754832
8.5,28.1,5.1,26,28.5,14.3,4.8,9.5,2.9,"5,664",CA,33.78121062,117.8372324
6.7,39.5,5.2,31.2,33.2,18.4,4.6,8.5,2.6,"2,970",CA,34.56184931,-118.0672703
13.1,24,4.4,26.7,36.1,12.8,6.3,9.2,2.6,"6,117",CA,34.54643839,-118.0743814
8.3,28.1,4,29.7,25.1,15.8,4.2,9.74,1.6,"2,915",CA,34.15223733,-118.1030971
7.5,20.6,5.1,27.9,25.8,19.5,4.9,9.9,2.5,"4,381",CA,37.77362928,-122.2278329
10,36.2,3.2,26.2,29.2,10.1,3.1,8.2,3.4,"4,052",CA,34.0490468  -,7.555771507
7,29.8,5.7,29.3,25.7,14.9,5.2,9.3,2.4,721,CA,34.07340561,-117.3866273
7.9,22.1,4.6,38,20.4,8.2,4.6,9.2,2.4,"4,815",CA,34.08509147,-117.7450634
8.5,29.8,5.4,27.4,30.9,16.8,5.2,13.3,2.3,"5,093",CA,37.97258587,-122.3303583
11,11.2,5,28.5,27.1,13.1,3.8,8.8,3.8,"4,827",CA,34.04481672,-117.6753208
10,25,4.5,28.6,31.2,18.1,4.5,7.6,3.3,"4,387",CA,34.1517695,-119.1735081
8.5,27.4,6,27.6,28.9,12,5.1,9.1,2.4,"5,147",CA,34.04708154,-117.178124
11.7,26.5,3.9,33.9,23.3,9.3,5.3,9.7,3.1,"3,236",CA,34.08559362,-117.5989118
9.6,19.6,8.2,26.2,28.3,11,8,8.9,3.2,"4,184",CA,40.55498484,-122.3642107
12.1,23.2,5.2,28,23,11.7,5.8,10.5,2.5,"6,631",CA,33.18917389,-117.3427466
9.6,21.2,4.4,28.5,24.3,12.3,5.2,8.2,2.4,"4,163",CA,34.08850803,-117.6198734
9,29.2,5.3,25.8,24.7,16.3,6.4,10.2,2.3,"4,972",CA,37.76041763,-122.1785111
12,26.7,5.1,34.7,26,14.6,5.4,9.3,2.3,"3,552",CA,37.72752757,-122.2143612
9.3,29.6,3,31.8,25.7,9.3,6.5,9.7,2.6,"2,972",CA,34.14904353,-118.1268012
8.4,32.7,5.6,30,27.9,17.7,5.7,12.4,3,46,CA,33.71770582,-117.2295224
10.81,23.5,8.2,25.7,30.3,7.6,3.9,8.4,2.7,"2,078",CA,40.58281895,-122.3757994
6,15.2,4.2,31.4,27,20.2,12.5,9.8,2.2,"6,231",CA,34.05261966,-117.6611549
11,32.4,4.7,28.4,24.9,10.2,3.6,8.7,4,115,CA,34.16534001,-117.6297077
7.2,28.6,4.4,31.4,26.3,14.9,5.8,11,2.5,"4,846",CA,34.14643866,-117.6274313
12.1,17.9,8.8,26.8,29.3,21.6,4.9,7.1,3.1,"1,151",CA,37.80427114,-122.2799541
7.1,34.1,3.5,31.1,26.1,9.9,6.3,9.74,2.8,"5,706",CA,37.9065178,-122.3435262
8.6,24.5,4.4,31,23.3,13.6,4.2,8.6,2.5,"5,797",CA,33.78176233,-117.8509278
10.2,37.5,3.1,32.7,27.5,16.9,4.8,7.5,3.4,"3,461",CA,37.81483428,-122.2416232
6.9,24.7,3.9,32.3,23.6,17.1,4.4,9.2,2.6,"6,760",CA,33.83728585,-117.8521729
14.8,28.4,4.9,30.5,16.6,16.4,5.2,8.8,1.8,"3,942",CA,34.16334067,18.14836115
6.7,21.5,4.1,31.6,24.4,15,6.3,8.5,1.9,"5,454",CA,34.06804373,-117.7700769
6.8,19.9,6,31.1,23.1,16.4,9.4,9.3,3.1,"2,512",CA,40.60680848,-122.3297045
13.9,28.5,3.2,26.4,31.8,11.7,5.5,9.6,3.2,"4,632",CA,33.87646012,-118.3749726
12,29.4,7.3,31.67,22.1,17.6,5.5,8.8,2.4,79,CA,34.0389831,-117.1360516
9.4,32,4.7,22.8,28.4,24,5.6,8.2,2.3,"4,206",CA,37.84175787,-122.2723136
6.5,25.7,4.9,41.7,39.7,9.8,2.8,11,3,"1,119",CA,37.46027089,-122.2231887
10.8,22.8,4.7,29.3,26.7,11.1,4.3,8.8,2.4,"3,957",CA,37.79653842,122.2494562
10.3,30.47,3.5,31,21.8,19.1,5.9,9.6,2.4,100,CA,34.01289291,-117.2015478
8.5,22.9,3.7,28.9,28.5,18.4,5.2,10,2.4,"5,752",CA,34.14092233,-118.1128233
5.4,36,15.7,31.67,25.1,9.6,5.2,9,2.6,80,CA,33.17162568,-117.2509563
9.8,23.6,3.7,35.7,27.3,10.7,7.3,8.9,4.2,"5,780",CA,34.16507168,-117.4255985
11.2,27.6,3.8,33.6,19.9,7.9,3.8,9.7,4.1,"3,136",CA,37.80831901,122.2276379
9.9,19.5,4.8,28.4,30.9,19.2,6.3,8.8,2.9,"6,847",CA,33.18969256,-117.3702384
6.8,19.5,7,37.2,29.7,7.6,5.9,10.3,2.7,"1,722",CA,34.07727897,-117.3681834
11.2,30.47,4.4,27.8,25.8,11.9,4,9.6,1.7,"5,099",CA,37.46978332,-122.21908
12.9,24.6,3.6,25.4,25.2,8.8,4.4,10.3,1.6,"1,724",CA,37.80952646,-122.2520804
12.6,31.3,5.7,31.2,26.2,12.1,7.5,11.7,3.2,"6,333",CA,34.04230381,-117.2023761
8.3,30.3,6.3,30.5,27,14.7,7.5,9.1,2.6,"7,256",CA,34.06634969,-117.1852586
13.6,28.6,3.1,28.3,28,19.9,6.2,9.6,2.8,"2,416",CA,37.83059785,-122.2579071
13.3,30,3.6,31.6,27.2,19.4,4,7.4,2.4,"3,174",CA,33.73914346,-117.2242184
13.7,23.5,6,27.8,29.1,15.8,5.2,8.2,3,"6,460",CA,34.5838095,-118.0763568
10.6,23.8,3.3,31.7,29.1,9.6,4.1,9.1,2.7,841,CA,34.02482004,-117.6526739
11.7,18.7,5.1,30.4,5.3,17.97,5.4,10.4,2.3,"1,147",CA,34.16464739,-119.1389866
14.3,26,4.9,30.5,35.2,4,5.8,8.1,3.5,"5,316",CA,37.94013399,-122.3299743
9.7,25.9,4.3,27.6,29.5,13.7,6.1,8.3,2.2,"2,228",CA,34.15522475,-118.0751791
7.5,24.1,3.7,30.3,25.6,23,3.7,10,3,"4,531",CA,37.48445689,-122.2412329
12.1,30.4,5.6,28,29.2,14.5,6.6,8.5,2.7,30,CA,34.16958648,-118.1132541
9.8,29,4.5,27.4,30.4,15.9,4.9,7.7,2.8,"4,576",CA,34.0482831,-117.642282
8.1,25.8,6.2,19.2,20.9,14.8,4.6,11.2,2.9,"3,485",CA,34.61469322,-118.1353392
6.1,35.1,4.6,25,27.3,14.7,4.6,8.7,3.3,"3,536",CA,37.74667981,-122.1661407
9.4,23.5,4,32.7,24.6,15.1,6.3,8.7,3.2,"4,657",CA,37.68886162,-121.9106273
7.2,28,6.1,21.7,20.4,9.9,5.7,10.1,2.1,"4,908",CA,40.59947489,-122.3514216
8.7,20.8,6.2,31.6,22.6,6.8,5.4,9.6,2.3,"5,073",CA,40.56739683,-122.3356343
7.7,21,4.4,35.1,29.8,14.2,4.9,10.2,2.6,"4,351",CA,37.78077622,-122.2102384
10.4,19.6,5.5,31.67,22.9,12.2,4.9,9.3,1.9,"8,187",CA,34.21353541,-119.1858676
8.4,21,3.8,29.5,32.7,9.9,6,7.9,2,"14,589",CA,34.2173086,-119.1684375
8.2,32.3,4.7,34.5,25.3,13,4.4,9.3,4.2,"5,036",CA,34.09790753,-117.6046422
14.2,34.8,4.9,28.6,27.9,18.8,5.6,8.3,4.1,"5,348",CA,34.08450729,-117.6279502
9.1,34.7,4.1,33.1,29.4,17.97,2.8,9.74,3.2,"5,784",CA,37.834526,-122.2026151
12,26.5,3.9,26.4,26,12.8,3.9,9.5,3,"1,974",CA,37.84817101,-122.2495762
8.1,28.7,6.7,31.7,30.2,16.9,5.5,8.3,2.2,"5,492",CA,37.76619642,-122.1823028
12,28.7,3.5,23.9,25.3,13,5.5,9.74,0.3,"4,757",CA,34.14346534,-117.5673208
12.2,27.4,5.7,28.5,27.5,24.1,6.3,7.2,3,"4,207",CA,34.13822101,-117.6072895
9.2,25.6,5.6,36.2,25.9,13.8,3.6,8.9,2.3,"2,283",CA,37.82602187,-122.2510668
11.5,37.2,3.5,30.7,20.7,18.9,7.2,9.6,1.7,"5,145",CA,34.0248562,-117.6439623
14.1,28.3,5.9,32.8,23.8,17.5,6.7,10.3,2,"3,530",CA,33.19775245,-117.2837796
12.7,20.9,4.9,26.5,33.6,13.3,4.9,8.6,2,"4,324",CA,33.7841407,-117.8202433
10.8,31.3,3.1,26.8,21.9,14.2,4.5,8.2,2.4,"2,667",CA,37.82112699,-122.3138637
11.1,23.4,4.9,28.2,27.7,12.3,4.4,9.3,1.9,"3,955",CA,33.83818285,-117.8400557
10.4,29.2,6.9,30.1,30.7,12.8,4.5,9.4,1.4,801,CA,40.63110764,-122.4071073
10.7,27.6,3.6,26.8,33.7,12.9,6.3,8.7,2.3,"7,059",CA,33.86200632,-118.3791618
7.5,20.7,0.4,28.6,26.4,13.9,4.4,8.9,3.1,536,CA,34.05974227,-117.809722
14,27.5,5.6,29.3,25.2,17.4,6.9,8.8,3.1,"2,399",CA,37.96987293,-122.2930059
11.1,22.1,5.6,32.4,26.4,7.8,3.3,10,3.21,17,CA,34.52071135,-118.0639139
9.9,25.7,4.1,33.4,30.5,17.97,4.4,10,2.2,"4,195",CA,34.06670836,-117.6324246
11.6,20.6,5.4,29.8,32.5,19,6.1,8.5,3.7,"2,887",CA,37.76036111,-122.1557636
9.8,27.5,4.6,28.6,21.8,14,4.1,8.2,1.9,"5,048",CA,37.80331646,-122.2022247
13.9,24,4.2,24.9,26.6,18,3.4,8.9,1.7,"4,423",CA,34.17913104,-119.154722
8.6,26.4,17.3,30.2,31.1,11.3,4.7,9.1,3.6,56,CA,34.05168889,117.137702
8.3,16.6,6,30.2,25.1,14,5,8.5,2.8,"1,321",CA,34.63453535,-118.2296892
10.5,30.47,5.9,34,28.3,12,5.6,8.8,3.2,"5,372",CA,40.58304821,122.4225276
7.4,30.4,5.4,28.3,27.8,19.6,5.7,10.7,3.3,"4,113",CA,37.78928812,-122.2250125
11.5,19.9,3.6,30,25.8,17,5.7,9.3,2.5,"5,118",CA,34.1544547,-118.1488613
6.6,38,4.5,33.7,23.5,17,5.7,9.4,3.5,"2,238",CA,37.80227426,122.2755009
6.7,29.7,3.4,32.4,39.8,17.4,5.1,8.9,3.1,"6,874",CA,34.12020279,-117.5626735
9.1,30.5,4.4,36.4,30.1,12.1,7.8,7.9,2.5,"4,092",CA,34.06607146,-117.6629921
10.5,17.4,4.1,45.4,27.8,7.7,16,8,2.9,"4,130",CA,34.56531385,-118.1240239
6.2,15.9,3.1,31.4,24.5,8.7,4.8,9.2,3.21,"7,285",CA,33.79348105,-117.8741527
13.4,30.7,6,31.9,28.2,10.3,4.9,8.5,3.6,"6,494",CA,33.23061859,-117.3318902
12.4,35.7,5.6,28.1,24.2,13.6,2.8,8.7,3.9,"3,965",CA,37.79394517,-122.2330986
12.4,22.1,12.3,32.1,25.1,11.7,4.1,8.5,3,391,CA,34.03939118,-117.8126947
7.8,24.1,4.8,23.4,18.2,13.9,3.6,10,2.4,"3,590",CA,34.17205782,-119.1898328
7.9,28.2,5.3,28.7,21.7,12.1,6,9.3,2.4,"3,316",CA,37.93622545,-122.3938248
6.5,30.47,4.9,29,29.3,11,5,9,3.4,"5,962",CA,37.94101649,-122.3624287
8.3,26.6,5.1,30.4,30.9,14.3,5.5,9.3,2.7,"5,577",CA,34.05428938,-117.7643708
7.1,24.5,4.4,28,30.3,17.97,3.8,10.6,3.8,"2,324",CA,34.16096546,118.1135074
10.5,26.4,5.7,28.2,23.9,18.8,4.9,9.1,2.4,"6,586",CA,34.16745638,119.1721776
13.8,30,4.3,32.5,29.8,9.4,4.7,8.8,2.9,"5,826",CA,34.155089,-117.5932582
13.7,27.7,5.6,30.1,30.1,11.2,6.2,8.4,1.7,17,CA,34.05385877,-117.682082
14.5,24.1,4.9,29.5,25.5,10.1,4.6,8.8,3.4,684,CA,37.46569299,-122.2753196
10.81,19,5.8,35.6,25.8,11.3,6,9.5,2.6,"5,220",CA,37.73785262,-122.1733741
9.1,31.4,3.7,31.67,25.5,17.5,3.1,8.1,2.3,538,CA,34.02317084,-117.7730774
8.6,30.47,5.8,28.6,21.1,10.2,6.4,9.74,2.7,"6,097",CA,37.930208,-122.3351027
10.81,30.47,4.7,28.5,17.3,17.6,3,8.5,3.3,"2,605",CA,33.78858312,117.7813114
5.5,21.3,4.3,30.8,27.1,10.2,5.3,9.2,3.5,"1,252",CA,34.16928137,-119.2260339
7.5,30.3,4,28.4,28.5,14.7,6.5,10.7,2.5,"1,733",CA,34.22926727,-119.1658556
11.7,21.1,4.3,28.6,28.3,16.4,4.1,8.6,2.6,"2,493",CA,37.79647823,-122.2143072
6.2,16,4.3,28.6,30,21.2,6,8,3,"5,623",CA,37.48253746,-122.1914885
8,21.1,3.9,28.5,26.9,18.2,4.9,8.5,2.6,"2,975",CA,33.78152123,-117.8050023
11.2,19.3,6.6,29.3,19,12.8,5.8,8.8,3.9,50,CA,34.07671653,-117.0956452
9.6,25.2,4.9,35,30.3,12.3,4.8,10.4,3.21,"6,027",CA,37.77752939,-122.2031991
11.5,22.4,4.9,35.9,35.7,12.1,6.6,9.8,3.21,"4,827",CA,34.10318237,-117.3776531
11.8,30.2,2,29.2,26.9,17.1,3.9,8.5,2.2,222,CA,33.82653555,-117.7537576
10.8,18.3,5.6,28.1,23.6,17.2,6.4,9.5,2.4,"5,455",CA,34.22673654,-119.2068037
7.8,26,3.7,30.8,20.8,16.5,5.4,8.2,2.7,"5,282",CA,34.11420033,117.5827127
11.9,23,5,26.1,24.4,17.2,5.2,7.3,2.7,"5,259",CA,34.16340068,-118.1369963
6.4,33.2,6.2,32.2,33,18.1,5.2,8.4,3.3,"3,833",CA,40.57827587,-122.3494267
8.7,36.3,5.2,27.5,24.3,13.7,8.5,8.8,2.3,"4,329",CA,34.54806133,-118.0976462
10.81,27.8,4.6,26.1,21.5,9,5.2,9.4,3.1,"6,814",CA,34.16763773,-119.1819133
6.1,36.1,4.7,27.2,30.6,16.9,5.4,8.2,2.8,"7,947",CA,33.23391186,-117.2909627
10.81,26.2,4,26.1,27.7,12.1,3.7,9.2,4,"2,253",CA,37.97527008,-122.314974
10.1,22.6,4,29.1,26.3,8.9,3.5,7.4,4.1,"4,655",CA,34.15495469,-118.1270027
8.8,30.4,5.2,25.8,34,10.1,3.6,8.9,2.5,"6,679",CA,34.18198178,-119.1912827
12.6,17.6,4.1,29.9,24.4,15.2,4.4,9.74,3.9,"4,686",CA,34.0780852,-117.7253609
12.4,21.6,4.4,25.6,28.9,10.6,4,10.3,3.6,"5,530",CA,34.06875143,-117.6754429
14.5,30.9,5.7,27.6,31.6,16.3,4,9.74,2.3,"2,236",CA,34.14057761,-118.1589225
10.2,19.7,3.7,30,25.7,17.8,5.1,8.1,1.9,121,CA,37.92124337,-122.3217484
12.4,33.7,4,25.8,29.4,17.2,4.3,8.1,2.1,"5,632",CA,34.18553279,-119.2015189
10.6,19.9,4.4,30.2,26.3,17.7,4.1,9.5,1.8,"4,623",CA,34.08605895,-117.7337541
6.4,30.6,4.5,30,27.3,18.8,6.5,10.3,1.9,"4,676",CA,37.66011106,-121.8650319
6.6,33.9,2,36.7,25.6,7.1,5.8,8.3,3.21,540,CA,37.79559123,-122.2770567
12.6,29.1,5.1,28.1,25,12.4,9.4,10,2.2,"5,833",CA,34.04723161,-117.1526885
10.2,22.6,4.4,27.7,20.2,17.7,6.7,9.9,2,"3,152",CA,37.67369308,-121.8685811
10.4,37,3.3,27.1,28.8,16.7,4.1,8.8,2.9,"5,523",CA,33.8695959,-118.3619491
12.5,26.4,4.4,30.6,26.2,8.7,2.8,7.4,1.9,"2,671",CA,37.802968,-122.1830121
8.2,26.4,4.8,33.3,26.7,19.5,5.8,10.2,2.2,"4,006",CA,34.15415708,-117.6163568
10.2,27.7,4.9,35.8,27,17.97,3.8,9,3.8,"9,097",CA,33.23905731,-117.3090678
11.2,23.1,4.1,29.3,30.5,14,7.7,10.4,2.5,"3,594",CA,37.84544931,-122.2833803
10.8,34.9,5.2,29.2,28,11.2,5.9,9.3,3.3,"4,696",CA,37.75641879,-122.1658929
6.7,30.2,4.7,30.6,27.6,16.4,5.1,8.6,4.1,"6,573",CA,33.80796687,-117.8287478
7.9,32.2,3.7,26.4,24.1,9.4,6.8,8.7,2.1,"6,769",CA,33.83506705,-118.3797513
8.2,21.2,4.6,32.3,26.8,13.2,4.1,9.5,4.3,"4,735",CA,34.12842203,117.3640967
24.3,24.3,4.1,30.1,25.7,10.2,4.3,8.1,1.8,"4,796",CA,37.6811898,-121.8865527
12.1,25.2,5.6,28.1,27.9,15.3,3.4,10.3,2.1,"2,530",CA,37.79850137,-122.2542495
12.9,21,5.3,31.5,24,19.3,5.2,9.74,2.6,60,CA,34.06998315,-117.249041
10,30.47,2.7,28.6,22.9,16.6,4,9,3.2,"5,747",CA,34.13845049,-118.1269528
7.3,34.1,5.6,32.2,22.2,14.4,9.8,9.4,2.1,287,CA,34.18584146,-118.099923
7.6,27.7,2,28,22.7,16.7,6.7,11,2.8,"4,626",CA,34.07248932,117.5692192
11.8,28.4,3.6,33.4,28.5,15.1,5.7,11.4,3.1,"3,436",CA,37.47970229,-122.2235826
10.3,27.3,4.9,30.1,30.6,12.4,4.6,8.6,4.5,"4,535",CA,34.56929575,-118.0671685
9.6,19.9,7.2,26.6,21.3,12.4,5.1,10.3,2.1,"3,966",CA,40.63345705,-122.3500687
9.1,27.5,4.7,29.8,29.3,9.7,3.6,9.1,2.3,933,CA,34.08860342,-117.4030502
10.2,25.6,6.5,30.4,39.7,13.6,5.4,9.9,2.7,279,CA,37.96800164,-122.3261272
8.5,25,4.2,31,33.2,11.6,7.4,9.9,2.6,"3,483",CA,37.83610761,-122.234465
8.4,29.5,4.3,37.4,27.9,12.8,5.5,8.7,2.9,"3,175",CA,33.18977195,-117.2916541
8.2,21.9,6.5,31.5,23.7,16.9,5.1,8.9,3.21,205,CA,40.52396291,-122.4223958
9.1,17.8,5.5,29.9,23.6,15.6,3.6,9.7,3,"5,484",CA,34.10027249,-117.3605164
9.4,21.7,4.2,28,27.6,13.2,6.8,8,4.7,"6,133",CA,33.25017566,-117.3150563
9.4,31.6,3.1,28.9,19.5,20.2,7.3,9.1,2.5,"1,571",CA,37.84199094,-122.2648881
9.8,23.5,4.1,31.8,32.9,16.5,8.7,8.3,4.7,"4,757",CA,34.03627819,-117.6598807
7.5,30,4.3,26.3,30.3,10.9,4.9,9.2,2.7,"3,436",CA,34.04784886,17.74530511
9.4,27,5.8,33,24.6,14.1,5.8,9,2.4,"1,784",CA,37.80573057,-122.2847803
7.2,19.9,5.2,33.6,26.4,17.6,5.3,8.5,2.5,"3,996",CA,34.06712637,-117.7559076
8.8,28.1,4.1,38.6,27.1,17.97,5.8,8.1,2.8,"4,126",CA,33.79149769,-117.8531049
10,32.5,3.3,29.2,29.4,17.4,3.5,11.1,3.2,"2,929",CA,37.83007719,-122.2497952
11.2,21.6,6.1,30.9,29.5,10,4.7,9.74,2.9,"5,089",CA,34.16429733,-119.156527
9.4,35.8,3.1,28.6,30.2,16.8,5.7,8.7,2.6,"6,656",CA,34.02466861,-117.5845478
11.7,33.1,5.7,27.3,21.6,9.2,5.2,9.3,3.4,"3,995",CA,34.57648028,-118.0806975
19.2,22.9,4.4,26.3,25.4,16.5,5.4,8.7,2.3,"4,779",CA,33.22353577,-117.3609846
5,20.2,4.4,25.5,26.2,7.2,4.5,9,3.21,"1,654",CA,34.14875789,-118.1481178
10.9,27.5,5.4,24.5,29.8,13.8,5.1,11.4,2.7,"4,054",CA,37.79453641,-122.2664069
7.8,22.1,5.6,30.6,27.2,11.9,5.9,10.1,2.5,"5,118",CA,34.12942298,117.5930104
7.7,28.7,4.1,27.8,22.2,14,2.4,8.9,2.1,"2,330",CA,34.15714668,-117.3971229
8.8,32.5,3.5,31.8,30.6,19.3,4.7,8,2.5,"5,390",CA,33.88736298,-118.3699719
9.5,29.8,4.1,34.6,29.3,13.5,5.2,9,2.2,"2,587",CA,37.8112134,-122.2586656
5.4,26,4,25.8,32.5,15.1,6.3,9.7,2.3,"6,448",CA,33.78333393,-117.8913143
7.2,27.6,4.1,30.4,34.2,18.1,6,7.2,2.2,"8,039",CA,33.78289876,-117.8685846
10.9,22.8,4.3,27.5,26.1,19,4.4,10.9,3.5,"1,569",CA,37.81038724,-122.2769914
10.5,33.8,5,26.9,24.4,11.2,5,9.2,2.8,"2,937",CA,37.86759532,-122.2319038
9.7,21.2,4.5,29.1,25.5,20.4,3.3,8.8,2.5,"6,313",CA,34.06353954,-117.7279036
9.1,24.7,5.6,31,22,15.2,4.9,8.4,2.4,12,CA,34.03469873,-117.6813834
13.4,21.2,5.6,7.4,23.4,13.4,7.9,9,2.5,"3,114",CA,37.79333196,122.2461006
8.3,23,5.6,25,25.6,8.9,5,8.5,2.4,17,CA,34.6334634,-118.1500964
8.9,27,3.7,32.4,26,13.9,5.1,8.1,1.8,"8,718",CA,37.67298869,-121.914489
8.6,24.8,5.5,30.9,24,12.5,6.7,9.2,3.1,"4,127",CA,33.18799159,-117.3027413
11.1,29.4,8.8,27.7,24,14.1,5.4,9.1,3.4,"4,362",CA,40.61530212,-122.3927842
10.9,25.2,5.6,29,26,13.3,5.5,9.74,2,"2,491",CA,33.77747778,-117.820892
10.7,18.5,5.7,31,27.4,19.4,5,9.1,2.6,"6,746",CA,37.77778488,-122.219282
11.7,29.2,4.5,31.67,27.1,14,4.7,8.9,3.1,480,CA,34.08411338,-117.362694
8,24.6,5.5,30.2,22.3,9.4,3.6,9.1,2.7,"4,577",CA,34.20346776,-119.1729084
6.5,31.1,3.5,27.9,29.6,11.3,5,10.2,2.5,"4,646",CA,34.10302282,-117.6080465
11.5,29.2,3.8,27.5,27.3,18.2,9,8.3,1.9,"4,414",CA,33.82275503,-118.379645
6.8,23.2,5.7,22.8,26.7,10.2,4.2,9.2,1.9,469,CA,33.77865103,-117.2067549
13.4,18.9,5.4,25.5,26.2,11.7,6.3,9.2,2.9,"7,207",CA,37.76886116,-122.1889432
9.1,19.4,5.6,28.1,28.8,20.9,4.6,9.4,3.21,18,CA,34.14701945,-118.0813471
9.8,19.4,5.3,30,26.5,16.6,4.6,7.6,2.4,"4,110",CA,34.17319301,-119.1506831
12.9,27.1,4.1,32.2,24.1,16.7,5.9,7.9,2.1,"5,342",CA,34.14330805,-117.5845687
9.1,30.7,7.2,28.1,23.4,17.1,3.8,9.6,2.4,"3,788",CA,34.1548928,-118.1369525
8.9,20.9,5.6,30.5,26,11.1,4.3,10.6,2.6,10,CA,40.59237896,-122.4431995
7.7,29.1,4.8,26.5,26.7,15.3,4.6,9.1,2.1,196,CA,37.48440627,-122.2593049
4,28,3.8,34.1,26.5,18.8,6,7.9,3,"6,243",CA,34.03055619,-117.765275
7.4,22.7,3.5,32.8,23.2,11.9,4.6,8.3,2.9,"2,484",CA,37.49322256,-122.2386869
11.4,25.1,3.4,30.8,28.1,11.3,5.2,8,3.3,369,CA,33.98941917,-117.6052223
7.8,35.9,5.9,30.7,26.8,9.4,4.7,8.9,3.4,"6,964",CA,37.91599186,-122.3229985
10.5,29.5,6.6,29.8,25.1,9.1,4,9.5,2.8,"1,609",CA,33.7986041,117.2519296
9.9,21,3.6,30.3,25.5,14.4,4.7,11.5,4.1,"2,163",CA,37.81737158,-122.2814826
7.6,35.4,4.7,28.3,24.2,10.8,4.8,12.3,1.8,"4,492",CA,33.81316884,117.8615408
8.6,21.2,6,28.1,26.4,11.8,6,8.3,2.9,"4,506",CA,37.93941761,-122.3414882
11.2,27.2,5.1,30,20.2,8.6,3.7,9.4,2.8,"3,006",CA,34.06714108,-117.7929465
18.6,22.1,7.8,31,29.4,12.8,4.1,9.4,3.4,347,CA,34.22580877,-119.1480654
10.2,28.1,4.4,25.1,31.2,18,4.6,8.2,2.6,86,CA,34.05290109,-117.3696881
8.1,27.7,6.5,26.2,31.5,14.8,3.8,7.6,2.9,"5,339",CA,34.58020825,118.112521
10.6,30.47,5.5,23.4,29.2,9.1,2.4,8.4,1.8,"3,308",CA,37.76198823,-122.1353854
12.4,28.3,4.1,31.7,26,15.4,5,7.9,1.2,"5,707",CA,37.46628849,-122.2335645
6.4,21,3.6,27.7,20.9,11.9,5.7,8,1.7,"6,534",CA,33.2746963,-117.2727901
11.6,32.9,5.8,31.67,26.1,18.1,5.1,10.4,2.7,"3,910",CA,37.78778601,-122.2357701
9.7,25.8,4.4,32.6,35.5,9,9.8,8.1,2.3,"2,108",CA,34.63088923,118.253293
11,19.8,3.4,27.1,28.3,12.2,5.5,9.4,2.9,"3,477",CA,33.23802633,-117.3332738
12.6,21.9,4.9,27.5,24.1,11.9,3.6,8.2,1.8,"5,176",CA,33.79701441,-117.8253993
11,19.2,3.9,27.9,26.9,13,5.2,9.3,2.3,"4,721",CA,34.03892071,-117.7839393
12,33.7,6.3,30.4,24.9,9.1,4.3,8.8,2.2,"5,279",CA,34.19290786,-119.166954
12.3,33.3,4.7,29.3,23.5,16.1,3.6,9.4,2,"4,353",CA,37.81974614,-122.1910605
5.9,31.7,6.3,25.2,28.5,10.8,3.1,8.6,3.6,"6,962",CA,37.93378297,22.36295485
6.8,21.6,6.7,27.7,28.8,18.8,4.2,9.1,2.2,"3,528",CA,37.81809987,-122.2667132
11.2,23.1,4.1,25.2,25,14.1,5.2,9.1,3,"4,389",CA,37.94025682,122.3518215
11.1,30.47,4.8,31.1,20.6,13.9,5,8.1,3.6,"6,513",CA,34.08119658,-117.1893601
9.7,20,4.5,32.8,29.9,18.4,5.2,10.8,3.9,"4,512",CA,34.09950531,17.39219904
8.7,28.5,4.2,27,34.7,9.1,5.4,9.6,2,"11,436",CA,33.80734334,-117.2145612
8.3,18.3,3.7,28.8,29.3,10.7,4.9,8.7,4,"7,103",CA,34.6173476,-118.1947641
7.1,24.2,4.8,27.7,28.9,10.9,4.7,12,1.7,"3,227",CA,37.96653855,-122.2670758
12.4,30,4.5,31.3,27.5,14.7,4.4,8.9,3.5,"4,054",CA,37.77510056,-122.1755729
4.9,23,4.5,31.7,30.3,11.8,5.3,8.2,1.2,"3,792",CA,37.74081609,-122.1621741
13.5,23,9.5,32.9,28.1,14.2,6.1,8.7,4.8,"1,009",CA,40.50983897,-122.3003467
10.5,30.47,3.4,30.2,30,20.4,4.8,9.6,2.4,"3,724",CA,33.78678636,-117.7654371
8.9,37.8,4,28.8,23.6,14.1,7.3,9.4,2.4,"6,022",CA,34.55151542,-118.0081159
