DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke
10.2,31.7,5.6,30,45.7,23.5,8.2,9.8,3.3
14.3,42.5,8.6,30.4,42.7,26.1,4.9,13.2,3.9
16.4,30.47,5.5,29.7,44,27,8.4,9.4,3.9
9.3,38.5,8.1,37.1,55.7,25.5,7,11.1,1.8
16.3,40.4,7,29.8,34.7,32.3,9.7,13.5,4
6.2,34.8,7.4,31.7,48.2,29.5,5.4,14,4
16,29.7,8.6,33.2,24.7,26.9,1.8,8.9,2.7
11.9,30.6,5.5,29.8,46.9,26.5,2.4,14.5,4.3
10.1,32.7,7.2,32.1,29.3,23.4,8.6,13,5.5
11.7,24.8,10.1,32.4,34.4,15.4,8.6,10.1,1.4
12.7,28.1,5.8,32.2,20.7,11.7,8,9.5,5.3
21.6,24.7,5.3,31.9,46.8,26.6,8.7,10.4,3
18.3,46,6.6,17.6,32.2,26.2,4.7,9.8,3.6
7.3,24.8,5.6,34.1,44.1,25,7.1,13.2,6.3
10.3,39,5.8,32,27.9,30,6.7,12.8,5.5
19.1,32.7,7,34.4,31.1,22,6.1,13,1.4
22.8,37.6,6.4,31.3,34.1,29,12.7,13.9,3.2
14,39.2,7,34,39.1,13,11.6,13.4,7
9.9,42,9.7,31.3,45.8,33.6,8.3,9.74,4.1
17.7,35.5,9.6,28.8,48.5,17.5,14.3,12.9,2.9
20.5,46.2,8.5,31.8,46.1,29.2,5.7,12.5,2.5
21.1,43,10.1,24,32.1,17.97,8.6,9.8,3.1
8.3,45.1,6.7,34.4,54.7,30,7.4,10.9,6.8
8.7,25.5,7.5,30.2,31.7,21.7,8.7,12.7,3.5
21.8,28.5,5.6,37.6,34.5,10,7.7,13.5,3.21
10.8,32.4,2.9,30.3,42.5,28.2,4,12.2,3.4
10.8,38.8,5.8,31.3,27.7,18.7,3.5,10,3.4
16.5,39.7,3.4,28.2,30,20.1,8.8,11.5,3.7
10.4,36.2,6.3,37.2,26.6,26.9,4.7,8.4,2.6
20.4,39.5,3.1,38.3,22,28.4,3.2,10.2,2.8
13.1,35.2,9.1,28.2,36.5,29.3,6.6,13,3.5
4.8,27.1,3.1,37,39.5,19.8,6.7,10.8,3.9
18.7,31.9,8.4,31.1,33.1,28.1,6.8,10.6,4
11.6,49.3,8.5,33.7,29.6,28.2,6.3,8,3.8
18.1,39.8,5.3,35.8,29.8,26.8,9.3,11.9,3.9
9.4,48.2,5.1,34.4,27.6,20.9,7.2,10.2,1.8
9.1,28.8,4.3,32.8,45.2,13.8,9.7,9.74,4
10.7,43.3,2.2,32.8,44.5,26.7,2.5,10,1.3
9.4,22.3,8.6,30.8,29,11.7,6.5,11.3,7.8
19.7,24.9,8.2,35.4,40.9,15.2,5.6,14.6,4
11,26,5.6,30.4,28.4,29.9,8.6,11.1,2.8
11.5,20.2,8.8,30.9,20.8,22.2,5.6,10,4.8
13.6,25.5,4.3,30.6,40.6,28.4,5.5,10.2,5.4
19.4,40.6,6.6,36,33.2,20.3,4.1,11.2,3.8
5.4,37.9,7.6,26.5,29.5,18.4,5.4,12.2,3.8
13.4,28.2,7,31.6,36.6,24.6,5.2,11,4
6.8,41,5.9,12.3,16.2,22.3,9,9.5,3.6
7.5,43.4,8.3,28.9,35.8,11.9,5.6,14.5,3.21
17.5,21.6,5.4,28.4,49.9,18.8,10.7,9.7,4.6
14.2,42.9,10.8,35.1,20.1,10.8,9,10.9,6.6
9.9,27.5,5.3,12.8,46.6,24.1,10.7,10.4,3.1
20.6,40.2,5.6,22.9,47.1,31.6,6.6,9.5,3.3
7.2,36.6,4.9,32.8,40.8,27.3,6.1,11.3,3.8
12.4,37.1,8.5,35.4,25.5,27.5,6.4,10,2.8
2.8,46.9,6.6,32.9,45.2,22.8,4.8,9,3.8
19.2,30.4,6,35,35.1,26.5,4.6,9.5,2
4.9,38.5,7.4,31.3,32.1,27.3,10.4,8.6,7.5
5.3,27.1,4.4,30.9,43.5,24.9,8.2,10.1,1.4
16,20.9,9.9,34.1,32.1,27.4,8.2,10,3.7
14.7,42.5,6.6,33.6,15.6,10.9,5.9,13,4.8
16.1,36.7,6.8,21,46.3,32.1,11.6,13,6.9
10.81,36.9,7.3,28.5,43,23.2,8.9,11.2,3.5
19,39.1,10,31.4,56.3,14.9,12.8,13.6,6.2
8.4,25.3,6.1,33.8,19,28.1,9.8,14.2,7.5
13.2,39.8,3.3,31.2,22.1,30.2,7.3,9.5,3.3
10.4,44.3,7.7,35,31.2,17.5,2.5,7.9,4.3
23.4,30.5,6.5,33.1,36.5,29.5,3.6,12.3,3.2
9.1,31.9,7.4,32.1,37,29.8,6.8,10.8,3.3
7.2,31.6,7.3,30.4,29.5,23.7,5.6,12.6,3.6
7.7,23.8,5.5,34,28.7,26.1,3.5,10.4,8.8
6.1,30.47,3.9,33.9,29.8,33.4,5.2,10.1,2.7
10,44.9,10.8,32.2,34.2,23.2,7.8,10.9,1.6
10.6,32.6,2.8,33.1,35.8,21.9,6.3,10.9,2.1
19.3,34.4,5.3,33.2,21.6,17.97,9,12,6.4
10.4,20.5,7.4,33.9,32,19.9,6.3,13.3,3.9
13.8,47.7,3.3,32.2,31.6,18.8,8.8,14.1,7.9
13.2,26.6,6.2,29.8,40.6,21.2,7.3,10.1,10.3
10.81,18.4,5.5,35,31.7,31,3.4,10.9,3.2
8.9,36.8,4.3,26.2,19.1,17,9.1,9.3,2.5
19.6,42.6,11.1,33.6,35.9,22.7,6.1,9.7,8.5
7.6,26.2,6.2,33.8,11.8,26.3,4.3,9.3,0.9
17.3,26.6,7.4,20.9,24.4,10.8,8.9,13.6,6.2
12.4,33.4,7.7,35.4,29.3,29.8,6.7,10.2,4.1
15.6,38.2,7.9,18.6,42.9,33.2,6.6,9.3,3.4
16.8,26.1,8.1,29,30.2,24.5,9.8,12.8,2.5
12.3,28.6,6.3,33.3,26.9,22.4,9.5,9.74,1.6
7.3,39.7,5.7,30.4,32.6,29.4,7.2,12.1,3.2
23.8,20.6,3.8,31.3,33.2,25.8,7.1,8.4,1.9
9.5,25.9,5.1,32.3,39.7,24.9,9.8,8.9,5.4
11,27.5,5.2,9.4,29.3,21.9,9,11,9.4
15.7,26.8,5.5,31.67,31.6,30.9,10.7,12.8,4.8
4.6,41.1,5.7,31.3,27.3,27.2,8.7,9.2,4.5
17.7,33.9,8,16.8,39.7,16.7,12.7,12.3,2.3
9.9,43,5.7,30.1,56.4,32.1,2.8,9.5,4.5
11.2,41.7,5.2,31.3,31.7,29.9,5,9.74,3.7
5.8,28.3,5.8,21.9,38.6,31.9,6.5,12.1,6.4
12.5,23.4,8.1,31.5,36.1,24.5,6.8,8.4,3.2
16.2,31.1,8.8,35.2,47.7,30,6.9,11.1,1.6
14.1,19.9,3.6,29.3,21.8,26.2,8.6,11.3,3.9
11.7,23.3,5.4,31.2,31.9,10.6,6.4,9.4,3.3
11.8,46.9,3.8,30.9,44.8,16.4,7.8,9.74,3.1
8.2,22.7,3.9,34.7,28.4,17.5,5.6,12.3,1.9
4.8,29.8,6.9,11.6,40.3,24.3,4.4,8.1,3.3
10.5,41.7,7,32.4,31.5,21.5,6,10.1,2.5
9.1,28.2,6,31.6,28.7,32.7,8.7,12.5,4.5
16.5,30.8,7.7,33.9,26.8,29.2,6.6,14.3,7
10.4,36.5,5.8,33,20.9,24.3,3.7,10,3.9
12.8,28.1,3.9,34.5,46.3,12.1,7.6,12.3,3.1
19.9,39.7,5.7,36.1,33.1,33.8,8.6,14,3
6.5,28.1,8.2,35.5,32.9,28.8,4.9,13.5,2.1
21.1,28,1.5,32.1,34.7,31.9,9.4,12.4,6.4
6,29.6,8.9,24.6,46.6,29.2,12.2,10.3,4.8
6.7,38.7,4.2,34.6,28.3,28.8,9.8,9.5,3.4
15.7,39.1,7.5,33.7,12.4,20.3,5.6,10.5,5.9
9.9,34.4,4.7,28.3,52.4,16.8,7.4,11.8,6
11.9,28.5,6.4,23.2,27.6,17.97,4.4,15.2,5
10.1,29.1,6.3,31.9,34.9,21.8,7.6,10.1,5.8
17.3,31.4,5.2,30.7,44.6,11.4,7.1,10.9,2.7
10.81,23.1,8.8,35.3,28.8,30.1,6,12.4,1.8
13.6,25.1,8.5,29.2,31.2,17.97,7.4,11.2,2.7
21.3,47.2,5.4,31.67,32.4,28.1,6.9,10.5,4.6
8.7,21,7.1,31.5,31.7,24.7,7.4,12.3,2
11.7,30.5,7.1,20.3,45.2,26.4,8.2,9.7,3.1
8.8,46.3,6.2,33.4,36.1,23.5,7.7,8.2,5.4
4.3,23.8,7.4,21.8,31.6,31.2,7.9,9.8,3.21
19.4,23.3,7.3,34.2,49.7,26.1,7.1,8.1,4.8
4.5,44.5,6.6,34.5,29.3,18.8,4.5,8.2,2.3
19.6,27.9,8.5,24.6,23.3,19.8,7.2,14,2.8
18,21.6,3.9,24.4,30.6,22.9,8,11.1,1.6
10.1,37.3,6.3,33.4,33.4,40.6,9.8,12.8,3.4
13.1,46,8.2,30.9,33.3,9.9,6.1,10,3.2
17.4,37.2,7.6,30.8,29.7,28.2,11.2,11.9,5.6
11.3,32,7.2,32.7,47.7,23.1,2.4,10.3,1.9
6.8,25.7,5.4,31.67,21.3,23.9,13,12.7,8.1
12.5,42.6,4.8,29.1,32.4,22,4.9,11.9,6.5
17.7,40.2,9.7,31.7,16.2,19.1,5.8,8.5,5.2
1.8,33.3,6.5,36,35.5,18.6,7.8,12.8,3.2
20.7,34.7,6.2,34.2,16.9,25.5,6.4,14.9,2.7
18.1,25.8,3.8,31.5,21.1,24.4,9.1,11.4,2.6
10.6,24.4,6.8,33.3,33.3,19.7,6.8,10.9,5.8
10.2,19,6.2,32.7,42.9,23.6,9.2,9.9,6.7
19.1,30.2,8.2,29.4,48.6,27.7,8.1,8.7,4.8
10.4,19.8,7,31.3,31.8,22.3,6.5,12.6,5.9
11.9,40.6,3.4,33.1,38.5,15.5,8.9,9.3,6.4
18.4,34.6,7.1,24.4,42.9,27.9,9.8,12,6.4
10.6,26.1,5.6,38,27.3,14.7,4.9,9,4.8
17.7,28.6,6.9,28.3,49.8,20.2,10.2,14.1,3.21
8.5,22.8,4.7,20.8,45.9,16.3,7.2,10.8,3.2
11.9,27.3,9.5,29.8,36,23.5,3.2,10.5,6.4
10.5,46.7,8.3,33.4,44.2,25.7,8,12.3,2.4
9.3,25.3,5.4,25,31.8,27.7,4.7,10.5,4.7
11.4,35.8,6.6,37.2,30.3,19.1,4.2,10.1,3.7
16.3,17.4,2.7,36.6,29.5,23.9,8.4,10.9,4.1
11.4,35.6,5.9,35.7,40.2,22.6,10.6,10.9,4.7
15,30.3,4.8,30.9,30.2,21.7,5.5,14.4,8.9
20.9,41.8,7.5,29.8,30.9,30.9,9.8,11,4.8
11.6,34.9,5,11.8,25.9,16.9,9.7,9.5,6.1
19.7,41.6,5.2,19.4,34.9,22.7,4.8,10.1,3
7.7,37.3,7,31.3,41,26,6.9,16.3,5.7
11.3,24.7,5.4,32.6,42.7,17.97,7.8,13.3,4.2
20.8,30.2,7.8,27.1,27.2,34,6,11.5,3.7
12.8,41.2,7.1,32.1,31.8,16.5,8.8,9.5,1.3
4.5,28.8,6.6,33.8,28.2,11,7.5,12.3,4.2
12.4,23.3,5.4,36.6,29.3,28.3,5.5,9.2,1.1
9,27.1,7.1,29.2,44.6,25.7,9.3,10.7,3.9
9.7,32,18.6,26.7,42.8,33.1,7.5,9.1,2.9
9.9,42.9,7,35.6,23.8,20.3,10.1,8.5,2.9
15.1,21.4,1.4,34,26.4,22.2,8,8.8,6.4
21.4,38.4,7.5,36,49.3,25.1,9.8,9.4,2.9
9.2,34.7,2.2,28,27.9,13,8,9.7,6.3
7.3,38.4,5.6,35.1,53.8,23.2,4.3,9.5,4.5
8.5,34.6,3.9,36,25.7,21.7,7.7,13.1,6.9
18.5,37.6,5.5,21.2,31.3,23.1,5.7,10.5,3.2
8.4,39.8,6.5,30.5,37.3,12.7,7.3,9.3,3
5.7,41.2,5.1,28.9,26.3,16.1,11.1,12.1,4
19.6,37.9,6.8,29.3,28.4,17.6,7.8,14.4,1.6
13.6,22.7,3.1,32.2,27.2,18.8,6,11.5,2.6
6.7,40.6,7.2,22.1,48.4,28.3,6.5,14.8,3.7
15.9,32.1,8,30.1,49.5,21.7,8,11.7,3.7
7,35.6,5.7,29.6,43.8,24.9,7.2,10.2,3.2
9.5,29.3,8.6,20.6,25.3,24.9,6.3,10.2,7.1
18.6,29.6,8.9,33.9,29.3,24.3,8.2,9.3,4.2
17.6,46.2,6.6,22.9,27.2,14.8,10.2,14.3,4.1
9.4,35,4.2,31.1,33,27,12.3,11.6,5.6
3.9,30.1,7.6,31.3,31.5,17.9,6.5,11.8,1.8
15.6,38.2,6.2,33,39.7,20.2,6.3,12.5,2.1
10.3,28.1,2.2,25.5,49.1,28,4.8,12.3,7.5
17.2,41.5,8.4,25.3,46.7,21.3,5.1,13.9,2.9
20.6,26.6,6.1,30.7,43.6,23.1,10.8,8.1,4.5
6.4,27.8,6.2,30.9,29.7,24.4,6.7,12.7,3.2
12,37,6.4,29.2,28.1,18.6,10.8,11.5,4.4
9.8,33.8,8,34.8,44.3,26.5,7.5,10,9.9
20.3,28.2,5.3,30.9,33,20.5,5.7,14,4.6
10.3,45.7,3.4,40,29,29.7,2.7,11.9,3.8
2.3,22.8,7.4,33.4,29.6,17.6,8,9.4,5.6
12,30.47,8.1,23.8,32.9,20.6,7.9,10.3,3.21
12.9,27.4,5.9,29.7,44.1,28.1,6.2,9.8,1.2
9.9,44.4,6.8,30.9,32,22.4,4,8.4,7.1
15.4,39.5,8.2,39.1,33.3,25,6.8,9.7,3.2
12.4,37.2,5.7,27.5,28,14.3,9.2,11.4,3.4
16.6,36.7,15.6,31.7,36.5,20.5,10.6,11.9,3.5
11.2,30.6,5.1,22.3,36.9,21.1,7.7,9,4.7
6.5,42.4,8.2,24.5,29.5,14.6,6.8,13,3
18.9,33.5,5.2,33.8,26.9,36,2.8,11.4,3.9
10.81,47.1,5.6,32.8,23.3,27.5,6.5,13.3,2.7
18,21.6,7.6,35.1,43.1,18.4,9.9,10,4.2
12,46.1,8.3,33.4,31.4,25.9,6.7,9.4,5.6
24.9,21.4,5.6,33.7,22.4,17.4,7,12.1,2.5
15.1,26,7.7,31.5,18.6,24.7,11.1,9.2,4.7
12.2,43.9,6.9,32.8,47,23.4,5.5,8.9,3.3
12.1,32.5,1.3,32.5,31.8,22.8,9.4,13.8,3.9
15.2,28.4,10.2,32.6,30.1,14.4,4,12.8,7.8
7.3,40.8,7.7,32,36.3,18.3,3.6,11.5,2.2
7.9,21.4,7.9,28.1,47.6,29.3,12.1,9.4,2
9.4,30.4,7.6,25,48.2,26.4,6.2,11.4,4
4.6,32.3,6.2,28.9,32.8,20.6,8.1,10,7.1
16.5,23.2,8.4,18.7,35.6,17.97,4.2,9.3,3.7
10.81,31.6,5.6,28,31.5,33.4,8.9,9.74,2.8
8.1,39.7,5.9,31.9,31.7,19.8,6,14.1,2.9
11.2,33.4,7.2,30,51.4,20.7,9.4,10.8,3.1
21.1,30.47,4.7,35.2,39.8,26.7,7.4,8.5,4.6
8.4,35.3,4.6,25,37,13.4,4.8,14.2,2.3
9.2,27.6,5.4,31.67,29.3,26.2,7.7,12,5.2
9.7,47.4,7.1,31.67,50.3,16.8,6.3,11.7,5.2
10.9,30.47,6.2,32.1,44,22.3,5.6,10.1,4.2
10.8,36.2,6.9,30.8,52.4,20.7,5.7,14.4,1.9
5.3,41.7,4.4,31.5,34,26,9.6,8.7,5
10.2,28.4,8.5,31.6,23.9,23.7,8.6,10.8,1.4
15.8,26,7.8,26.7,15.1,12.6,12.7,8.4,2.9
6,43,5.8,32.7,10.9,30.8,4.8,9.9,4.4
13.6,33.1,2.4,31.8,30.9,27.9,12.6,10.4,4.8
19.4,43.9,5.1,33.8,31.3,33.7,7.7,8.1,5.5
12.4,25.5,7.6,19.9,26.7,30.5,8.7,10.2,7.8
4.1,23.1,7.3,30.9,33.3,27.4,11.4,11.5,3
14.9,45.7,6.3,32.6,17.2,21.3,7.7,14.1,4.5
6.4,40.3,8.1,35.2,29.3,24.1,6.9,9.1,4.8
10.6,36.4,3.7,31,21.8,23.7,6.3,10.7,7.8
11.2,23.3,6.2,27.5,46.6,11.7,3.8,14.1,5.4
22.3,18.2,6.2,33.2,28.4,27.5,9.6,13.4,3.5
15.7,34.1,7.5,31.2,22,33.5,8.4,8.3,3.1
8.7,34,6.1,29.7,28.8,27.7,7.2,13.8,3.3
8.4,42.3,6.2,29.7,30.8,18.3,6.4,11.2,2.7
19.1,17.9,7,31.8,31.2,21.7,7.2,9.4,5
13.5,19.6,4.6,30.4,40.5,17.97,4.8,14.3,3.9
14.8,23.8,11.3,32.9,26.2,23.6,6.2,11.3,1.4
9.1,33.3,5.6,30.4,49.7,21.1,3.5,14.2,5.7
14,26.1,3.2,32.2,26.8,22.1,6.1,9.6,3.7
9.7,40.4,2.6,32.6,36.1,21,8.2,10.8,2.5
11.2,26.5,13.7,39.3,25.5,15.7,5.3,14.5,1.5
11.7,21.4,6.8,23.8,29.3,28.2,7.1,9.4,2.7
13.3,34.9,5.6,30.4,39.6,32.7,9.2,9.3,3.3
16.3,48.2,4.5,47.9,32.4,21.1,5.7,9.7,4.2
4.5,44.7,5.9,35,26.6,15.9,6.2,12.7,4.1
18.3,30.47,8.3,34.2,16.5,31.6,8,10.1,3.7
12.9,22.9,3.7,32,46.7,24.1,9.3,14.8,3.4
14.9,43.5,8.2,34.6,35.5,22,10.7,12.6,2.1
18.7,22.8,6.2,26.4,44.8,29.6,3.7,13.8,0.8
16.1,40.8,4.9,13.8,29.9,31.1,8.3,10,1.9
10.81,30.7,3.9,35.4,51.1,21.2,7.3,14.3,5.7
7.3,31.1,14.4,33.6,37.3,25.9,8.1,11.8,5.2
10.3,46.2,8,31.5,19.7,26,4.4,12.4,3.8
13,46.1,6.3,36.8,31.8,32.8,8.9,10.4,4.4
8,21.6,18.1,43.9,23.1,21.9,2.8,9.6,0.7
13.2,37.8,1.4,37,30.7,25.1,9.7,11,2.8
17.3,20.4,8.5,32.7,47.6,23.4,7,13.4,1.1
4.6,43.3,8.3,35.4,17.7,18,3.7,14.1,2.9
12.7,33.3,9.2,35,45.6,29,3.4,13.1,4.6
10.4,26,6.5,31,30.1,15.7,8.7,11,3
9.9,20.8,6.8,32.6,25,14.9,7.8,11,2.4
5.1,44.6,5.7,31.5,41.3,32.2,2.8,12.8,2.8
10.8,35.7,5,34,36.4,12.2,9.5,13.5,2
11.8,31.7,4.3,15.7,18,26.3,5.9,12.5,4.4
19.1,44.3,2.2,33,23.4,10.6,6,13.3,4.9
8.1,41.5,6.8,30.6,29.7,27.4,7.4,11.4,5.1
16.6,42.6,5.6,38.8,30.5,26.8,7,9.5,3.9
12.9,43.8,8.6,32.8,30.6,35.3,7.9,12.2,2.7
10.5,34.7,7.8,32.9,25.5,13.2,7.7,10.6,2.1
10.81,27.8,10.9,25.9,26.6,15.7,2.7,10.1,3.8
18.6,39.7,6.9,25.2,33.3,26.2,7.4,10.5,3.9
11.6,40.1,13.7,31,22.1,20.5,7.1,10.1,8.4
13.7,25.3,2.7,34.9,25.3,14.5,9.2,10.1,5
7.5,26.6,8.1,38.2,31.1,15.3,7.1,9.9,3.2
17.8,25.2,8.6,33.2,39.7,27.1,14.6,10,2.1
14.3,28.9,5.2,33.4,48.5,29,6.7,10,1.9
17.2,27,7.1,36.4,41.3,30,3.2,10.2,1.1
10.81,18.9,4.9,31.67,47,29.4,8,14.9,1.9
15.6,35,7.5,31.1,42.2,18.5,8.4,14.3,2.8
19.8,24.8,4,35.2,35.1,17.9,8.1,14.1,2.6
15.6,28.8,7.3,35.5,37.2,31.4,10.3,10.9,5.5
12.2,23.1,10.1,22.9,46.7,24.5,8.7,11.7,4.5
9.2,29.3,5,32.9,13.2,28.4,6.8,11,2.7
10.1,23.1,5.3,32.8,37.9,24,5.7,12.8,4
21.8,49.7,9.2,38,41.7,27.6,7.7,11.8,1.1
9.8,45,11.9,35.1,19,28.2,5.4,14.2,3
17.4,26.7,8.9,35.6,46.4,13.3,8.5,11.6,3.6
9.1,36.4,7.3,26.8,47.4,26.2,2.8,9.2,2
10,48.4,3.4,32.7,31.5,21.4,6.3,13.3,3.6
17.8,34.7,10.6,35.7,38.6,18.3,6.4,9.5,2.7
17.8,42.7,7.5,34.1,30.6,29.4,8.8,13.4,6.3
21.8,36.2,3.4,33.6,33.2,18,7.5,13.8,3.7
2.5,41.4,2.1,32.1,21.9,16.7,9.3,14.6,2.5
7.2,42.7,4.3,23.5,34.6,10,6.3,9,4.3
2.5,39.5,6.3,26.6,32.5,16.8,5.3,12.2,3.5
12.1,30.47,5.6,33.3,34.7,17.6,12.8,13.1,7.3
17.6,38.9,10.3,31.2,30.3,17.6,7.2,11.5,1.8
6.1,32.1,8.7,33.9,47.4,29.4,7.8,10.4,2.8
16.1,35.9,10.5,23,47.6,13.9,10.1,13.7,3.2
13.3,29.7,6.4,32.6,34.3,16,11.6,9.5,6.7
8.5,24.5,8.8,28.7,31.4,15.1,5.2,11.4,3.21
6.5,43.4,6.9,34.5,29.1,11.4,7.2,9.3,2.9
8.8,37.4,8.2,40,26.3,27.2,4.4,12.5,3.4
18.9,32.5,9.7,32.7,28.8,25.8,7.6,10.8,2.9
17.6,37.9,7.2,36.1,21.8,28,2.3,8.9,3.3
12.8,29.2,5.4,33.1,35.2,22.9,13.4,10.2,4
16.4,39.7,4.9,22.1,25.9,18.7,9.8,15.1,3.5
12.6,46.1,8.6,34.9,23.2,12.8,7.9,10.6,6.7
10.5,42.6,5.7,27.6,23.3,22.4,9.2,10.1,6.5
17.9,39.5,7.6,38.8,34.9,19.8,6,10.7,6.6
13.3,23.2,10,33.8,41.4,30.4,4.9,9.7,1.5
17.4,39.6,7.7,31.1,29.3,17.97,9.5,9.3,7.6
3.7,41.2,3.4,35.1,45.3,10.2,7.8,11.2,3
10.4,26.1,5.7,35.8,45.9,33.1,7.9,13.9,3.5
14,26.2,6.1,31,37.2,21.6,5.3,10.1,3.7
14.3,34.7,7.8,31.67,15.1,17.97,7,11.3,6.3
16.2,25.6,6.9,33.6,24.8,36.6,8.9,12.9,4.2
13.5,35.3,9.2,34,50.9,27.4,6.2,14,4.2
19.5,25.9,5.3,31.2,45.5,22.6,3,9.74,6.4
13.6,32.2,5.7,36.6,30.3,25.1,7.3,12.7,3.5
13,32.5,12.4,28.9,49.8,20.3,6.3,10.2,4.1
19.9,28.5,9.1,31.8,28,26.9,6.1,9.5,4
9.7,26.7,6.4,41.3,33.2,14.4,5,11.7,4.7
6.9,29.5,11.7,32.7,45.3,28.8,7.9,9.74,5.8
15.7,31.7,5.7,20.3,26.4,17.5,4.9,9.74,4.4
22.3,44.9,5.3,28.2,36.8,26.4,3.7,13.9,2.2
11.6,21.3,3.6,33.2,30.8,18.4,6.4,12.3,2.6
5.3,24.4,9.9,26.6,29.5,19.3,5.7,8.5,4.1
9.3,43.9,7.3,27.8,31.8,36.1,2.4,9.3,0.7
8.3,45.3,7.5,29.2,36.2,14.6,6.1,11.7,2.9
10.81,30,5.4,31.8,25,11.6,3,8.8,5.5
7.6,37.9,8.9,35.9,43.3,17.6,9.6,12.4,2.7
6.4,44.3,6.9,31.9,26.1,18.2,6.4,10.4,1.7
11.6,44,2.6,32.7,44.6,26.5,7.5,13.4,6.5
19.1,37.5,8.9,34.4,46.4,30.2,3.9,9.6,2
22.5,24.4,5.7,31.1,41.6,19.7,8.8,11.2,3.7
21.2,41.5,6.3,31.6,37.3,16,6,10.5,6.5
10.7,20.6,7.2,34.4,32,25.7,6.9,13.1,3.8
8.3,27.2,8.1,32.2,20.7,24.9,12.5,9.8,4
26.6,28,6,32.1,36.9,25.2,7.4,10.5,3.5
22.8,27.3,6.3,32.9,40.6,21,3.8,10.7,3.4
20.6,38,6.4,32.9,47.5,24.3,12.2,11.1,7
7.8,37.4,6.4,27.7,31.7,30.7,3.6,9,3.2
11.5,36.8,5.6,33.7,42.3,23.1,9.4,12.4,7
24.3,29.6,4.5,35,34.2,29.4,9.2,11.1,5.5
9.6,37.9,11.5,31.8,38,23.9,9.2,13.8,4.1
8.5,50,6.7,34.4,29.3,24,9.8,10.4,6.4
10.6,35.3,7.6,23,24.7,22.5,9.2,13,2.6
8.4,30.47,6.1,26.7,33.5,31.9,7.8,8.9,6.8
11.2,47.2,4.7,35.4,48.3,28.6,8.6,8.6,7.5
12.4,27.1,4.8,33.2,34.2,25,6.2,8.3,1.5
9.5,25.4,5.4,36.3,34.5,28.8,7.6,11.4,4.6
20.5,23.5,6.1,35.8,29,21.3,7.9,8.9,4.7
11.6,31.1,7.3,31.67,28,18.6,12.1,11,3.3
13.2,42.3,2.4,24.5,36.3,29.7,9.3,10.9,3.9
10.81,29.4,3.6,34.5,27.8,21,8.7,10.4,2.7
17.9,42.1,9.2,32.7,37,25,8.3,9.7,4.4
3,22.8,6,34.1,29.3,12.8,13.3,9.6,2.1
5,29.3,3.3,31.6,50.5,17.3,8.5,10.3,4.2
15.6,27.7,11.3,34.8,40,35,3.8,10.3,3.2
19.3,23.4,7.9,34.3,25.8,25.4,6.3,12.5,2.9
7.4,43.4,6.4,24.2,46,26.4,9,8.6,2.3
13.3,23.4,2.4,29.3,32.3,14.5,5.8,9.6,3.8
14.3,24.3,7.8,32.4,22.5,16.3,8.1,9.8,3.6
10.81,22.4,7.4,39.6,16.4,18.1,20.2,9.7,3.5
8.6,25.1,7.5,32.2,39.6,22.1,14,10.8,3
16.1,41.1,7.3,40.1,19.1,10.5,10.2,9,3
7.2,43.8,4.2,24.7,17.9,30.3,10.6,10.9,2.4
20,28.3,1.4,33.7,47.2,28.8,9.1,11.4,4.9
24.1,39.9,8.7,23.8,37.4,17.6,8.6,10.4,2.9
12.4,20.8,6.7,31.1,40.1,19.4,5.6,14.2,3.7
13.8,34,2,28.9,51.9,31.1,6.7,14,5.4
4.8,41.7,8.1,31.8,18.3,20.9,9,9.5,6.6
12.7,43.9,6.6,32.2,46.8,31.8,4,9.7,2.4
16.1,35.6,6.9,34.9,40.6,23.1,9,15,1.3
6.3,29.9,5.6,31.8,18.2,34.3,4.5,11.6,1.8
7.7,35.7,9.2,25.5,23.9,11.2,9.6,12.4,3.8
6.9,29.8,5.9,30.9,45.5,27.4,10.6,14.7,8
16.5,39.3,7.3,32.5,29.6,15.7,6.5,7.9,0.9
20.5,34.7,7.1,25.9,30.8,23.4,5.5,12.9,2
10.81,23.1,7.9,33.4,48.5,17.97,11.4,12.5,3.21
9.1,34.3,17.9,33.1,41.6,21.1,5.7,10.2,4.3
9.3,28.2,4.7,28.7,33.6,28.5,9.6,9.4,2
14.3,47.9,7.2,32.8,23.5,26.6,11,8.7,5.1
13.2,40.8,9.2,30.8,39.7,29.5,4.8,8.7,1.4
10.5,27,5.1,24,25.6,22.2,5.9,9.8,3.8
10.4,37,6.4,35.9,33,36.6,5.1,10.9,3.8
11.7,33.6,4.9,34.4,27.7,30.7,8.3,11.5,4.9
17.2,40.3,10.4,31.9,34.1,34.8,7.6,11.6,1.8
9.4,21.4,4.9,34.9,29.3,29.2,6.1,11.6,3.21
12.2,20.1,9.2,35.8,44.7,19.2,9.6,13.5,6.1
22.3,38.2,6.8,31.5,19.6,20.2,3.4,13.2,3.2
8.1,31,9.9,27,46.7,16.3,3.5,12.2,4.8
12.8,38.1,6.9,28.4,29.1,18.3,7.6,9,4.6
6.2,43.6,7.4,22,27,16.1,12.5,9.5,2.7
11.3,39.3,5.3,32.4,33.8,23.7,8.4,13.5,4.8
12.5,23.8,7.1,32.7,33.7,31.7,7.7,8.9,1.1
14,34.7,4.1,31,26.5,27.9,8.4,8,8
