HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
5.6,6.4,-0.125,23.1,32.4,-0.287037037,34.7,34.1,0.017595308,20.1,30.1,-0.332225914,10.3,10.8,-0.046296296,1.8
6.2,6.4,-0.03125,36.4,32.4,0.12345679,30.7,34.1,-0.099706745,24.3,30.1,-0.19269103,15.8,10.8,0.462962963,3.3
3.4,6.4,-0.46875,27.5,32.4,-0.151234568,33,34.1,-0.032258065,22.8,30.1,-0.242524917,16.8,10.8,0.555555556,2.1
5.1,6.4,-0.203125,32.8,32.4,0.012345679,31.1,34.1,-0.08797654,30.1,30.1,0,12.2,10.8,0.12962963,2.4
4.8,6.4,-0.25,27.1,32.4,-0.163580247,32.9,34.1,-0.035190616,32.9,30.1,0.093023256,18.2,10.8,0.685185185,2.3
5,6.4,-0.21875,24.2,32.4,-0.25308642,25.8,34.1,-0.24340176,24.8,30.1,-0.176079734,6.1,10.8,-0.435185185,2.9
4.3,6.4,-0.328125,21,32.4,-0.351851852,31.4,34.1,-0.079178886,15.7,30.1,-0.478405316,13.7,10.8,0.268518519,5.6
5.3,6.4,-0.171875,27.4,32.4,-0.154320988,31.6,34.1,-0.073313783,26.1,30.1,-0.132890365,6.1,10.8,-0.435185185,3.2
6.2,6.4,-0.03125,19.1,32.4,-0.410493827,27.8,34.1,-0.184750733,32.5,30.1,0.079734219,9.1,10.8,-0.157407407,2.3
4.7,6.4,-0.265625,11.6,32.4,-0.641975309,36.8,34.1,0.079178886,19.7,30.1,-0.34551495,18.6,10.8,0.722222222,2.7
5.5,6.4,-0.140625,24.8,32.4,-0.234567901,33.2,34.1,-0.026392962,18.6,30.1,-0.382059801,2.9,10.8,-0.731481481,2.1
3.5,6.4,-0.453125,25.8,32.4,-0.203703704,31,34.1,-0.090909091,19.1,30.1,-0.365448505,12.1,10.8,0.12037037,2.2
4.3,6.4,-0.328125,26.2,32.4,-0.191358025,32.5,34.1,-0.046920821,28.5,30.1,-0.053156146,12.8,10.8,0.185185185,3.1
4.6,6.4,-0.28125,23.2,32.4,-0.283950617,20,34.1,-0.413489736,33,30.1,0.096345515,2.5,10.8,-0.768518519,3.3
4.4,6.4,-0.3125,30.6,32.4,-0.055555556,32,34.1,-0.061583578,29.9,30.1,-0.006644518,9.1,10.8,-0.157407407,2.5
5,6.4,-0.21875,22.1,32.4,-0.317901235,26.3,34.1,-0.228739003,27.6,30.1,-0.083056478,9.1,10.8,-0.157407407,1.2
5.2,6.4,-0.1875,23.7,32.4,-0.268518519,31.1,34.1,-0.08797654,16.7,30.1,-0.445182724,16.1,10.8,0.490740741,4.6
5.9,6.4,-0.078125,32.1,32.4,-0.009259259,28.5,34.1,-0.164222874,32.9,30.1,0.093023256,8.4,10.8,-0.222222222,2.7
3.6,6.4,-0.4375,25.7,32.4,-0.206790123,32.3,34.1,-0.052785924,19.3,30.1,-0.358803987,9.6,10.8,-0.111111111,2.8
4.7,6.4,-0.265625,28.1,32.4,-0.132716049,33,34.1,-0.032258065,27.9,30.1,-0.073089701,10.9,10.8,0.009259259,3.5
5.1,6.4,-0.203125,24.1,32.4,-0.25617284,35.4,34.1,0.038123167,35.8,30.1,0.189368771,11.7,10.8,0.083333333,4.1
4.4,6.4,-0.3125,18,32.4,-0.444444444,32.3,34.1,-0.052785924,31.9,30.1,0.059800664,10.1,10.8,-0.064814815,2.7
5.9,6.4,-0.078125,25.3,32.4,-0.219135802,34.8,34.1,0.020527859,24,30.1,-0.202657807,8.6,10.8,-0.203703704,2.5
5.1,6.4,-0.203125,25.3,32.4,-0.219135802,32.1,34.1,-0.058651026,18.2,30.1,-0.395348837,10.6,10.8,-0.018518519,3.8
5.5,6.4,-0.140625,30.8,32.4,-0.049382716,36.6,34.1,0.073313783,31.5,30.1,0.046511628,19.4,10.8,0.796296296,1.9
5.9,6.4,-0.078125,24.9,32.4,-0.231481481,32,34.1,-0.061583578,28.2,30.1,-0.063122924,13.7,10.8,0.268518519,3.6
5,6.4,-0.21875,26.4,32.4,-0.185185185,21,34.1,-0.384164223,29.5,30.1,-0.019933555,11.2,10.8,0.037037037,4.1
4.1,6.4,-0.359375,27.1,32.4,-0.163580247,30.1,34.1,-0.117302053,29.1,30.1,-0.033222591,26,10.8,1.407407407,2.9
6,6.4,-0.0625,24.8,32.4,-0.234567901,30.8,34.1,-0.096774194,33.6,30.1,0.11627907,19,10.8,0.759259259,2.3
4.9,6.4,-0.234375,23.1,32.4,-0.287037037,32.8,34.1,-0.038123167,31,30.1,0.029900332,12.8,10.8,0.185185185,4.3
3.6,6.4,-0.4375,28.4,32.4,-0.12345679,32.2,34.1,-0.055718475,23.8,30.1,-0.209302326,10,10.8,-0.074074074,2.7
4.4,6.4,-0.3125,21.6,32.4,-0.333333333,36.7,34.1,0.076246334,30.7,30.1,0.019933555,8.3,10.8,-0.231481481,2.8
4.7,6.4,-0.265625,33.5,32.4,0.033950617,33,34.1,-0.032258065,24.5,30.1,-0.186046512,2.7,10.8,-0.75,1.9
2,6.4,-0.6875,25.8,32.4,-0.203703704,30.5,34.1,-0.105571848,24.4,30.1,-0.189368771,8.8,10.8,-0.185185185,3.6
4.6,6.4,-0.28125,28.8,32.4,-0.111111111,25.5,34.1,-0.252199413,27.1,30.1,-0.099667774,14.4,10.8,0.333333333,2.2
6.2,6.4,-0.03125,29,32.4,-0.104938272,32.4,34.1,-0.049853372,18.3,30.1,-0.392026578,14.7,10.8,0.361111111,3.2
2.7,6.4,-0.578125,25.3,32.4,-0.219135802,28.6,34.1,-0.161290323,32.4,30.1,0.07641196,5.3,10.8,-0.509259259,2.3
6.7,6.4,0.046875,21.5,32.4,-0.336419753,34.6,34.1,0.014662757,35.1,30.1,0.166112957,3.5,10.8,-0.675925926,2.4
5.1,6.4,-0.203125,27.9,32.4,-0.138888889,29.4,34.1,-0.137829912,28.7,30.1,-0.046511628,5.7,10.8,-0.472222222,3.5
5.9,6.4,-0.078125,30.8,32.4,-0.049382716,29.5,34.1,-0.134897361,26.7,30.1,-0.112956811,9.9,10.8,-0.083333333,2.5
4,6.4,-0.375,25.9,32.4,-0.200617284,25.8,34.1,-0.24340176,22.8,30.1,-0.242524917,8.8,10.8,-0.185185185,2.9
4.8,6.4,-0.25,20.7,32.4,-0.361111111,33.7,34.1,-0.011730205,23.5,30.1,-0.219269103,18.8,10.8,0.740740741,2.4
4.3,6.4,-0.328125,26.8,32.4,-0.172839506,30.3,34.1,-0.11143695,25.9,30.1,-0.139534884,6,10.8,-0.444444444,2.5
4.8,6.4,-0.25,28.8,32.4,-0.111111111,30.8,34.1,-0.096774194,20.8,30.1,-0.3089701,4.2,10.8,-0.611111111,2.9
6.2,6.4,-0.03125,49.7,32.4,0.533950617,34.6,34.1,0.014662757,20,30.1,-0.335548173,17.3,10.8,0.601851852,3.4
3.2,6.4,-0.5,34.9,32.4,0.077160494,36.3,34.1,0.064516129,40.5,30.1,0.34551495,15.4,10.8,0.425925926,2.8
4.4,6.4,-0.3125,24.4,32.4,-0.24691358,33.5,34.1,-0.017595308,25.8,30.1,-0.142857143,17.6,10.8,0.62962963,4.9
5.2,6.4,-0.1875,24.2,32.4,-0.25308642,31.3,34.1,-0.082111437,25.9,30.1,-0.139534884,10.5,10.8,-0.027777778,3.2
4.4,6.4,-0.3125,24.8,32.4,-0.234567901,32.4,34.1,-0.049853372,22.4,30.1,-0.255813953,6.2,10.8,-0.425925926,3.2
5.6,6.4,-0.125,32.1,32.4,-0.009259259,31.4,34.1,-0.079178886,23.9,30.1,-0.205980066,12.9,10.8,0.194444444,1.3
5.2,6.4,-0.1875,23.6,32.4,-0.271604938,28.6,34.1,-0.161290323,26.1,30.1,-0.132890365,19,10.8,0.759259259,2.7
3.8,6.4,-0.40625,25.1,32.4,-0.225308642,33.9,34.1,-0.005865103,31.3,30.1,0.03986711,14,10.8,0.296296296,2.5
3.5,6.4,-0.453125,21.7,32.4,-0.330246914,31.2,34.1,-0.085043988,34.4,30.1,0.142857143,8.9,10.8,-0.175925926,3.2
3.7,6.4,-0.421875,23.4,32.4,-0.277777778,29.3,34.1,-0.140762463,36.6,30.1,0.215946844,4,10.8,-0.62962963,2.7
5.2,6.4,-0.1875,38,32.4,0.172839506,26.6,34.1,-0.219941349,17.6,30.1,-0.415282392,11.9,10.8,0.101851852,3.5
5,6.4,-0.21875,20.6,32.4,-0.364197531,29.8,34.1,-0.126099707,30,30.1,-0.003322259,11.2,10.8,0.037037037,2
4.8,6.4,-0.25,26.5,32.4,-0.182098765,28.8,34.1,-0.15542522,21.1,30.1,-0.299003322,12.1,10.8,0.12037037,1.6
3,6.4,-0.53125,24.4,32.4,-0.24691358,30.2,34.1,-0.114369501,21.9,30.1,-0.272425249,8.6,10.8,-0.203703704,2.6
5.1,6.4,-0.203125,32.6,32.4,0.00617284,31.8,34.1,-0.06744868,34.6,30.1,0.149501661,4.8,10.8,-0.555555556,2.3
4.9,6.4,-0.234375,21.9,32.4,-0.324074074,32.2,34.1,-0.055718475,24.4,30.1,-0.189368771,14.4,10.8,0.333333333,2.6
7.8,6.4,0.21875,21.4,32.4,-0.339506173,30.6,34.1,-0.102639296,29.5,30.1,-0.019933555,16,10.8,0.481481481,2.1
5.9,6.4,-0.078125,33.1,32.4,0.021604938,28.2,34.1,-0.173020528,22.5,30.1,-0.252491694,8.2,10.8,-0.240740741,4.5
6.5,6.4,0.015625,18.9,32.4,-0.416666667,30.4,34.1,-0.108504399,35.2,30.1,0.169435216,5,10.8,-0.537037037,6.7
6.3,6.4,-0.015625,28.1,32.4,-0.132716049,31.6,34.1,-0.073313783,26,30.1,-0.136212625,21.3,10.8,0.972222222,2.4
6.3,6.4,-0.015625,25.7,32.4,-0.206790123,34,34.1,-0.002932551,25.2,30.1,-0.162790698,6.8,10.8,-0.37037037,3.2
4.5,6.4,-0.296875,29.5,32.4,-0.089506173,29.7,34.1,-0.129032258,29.6,30.1,-0.016611296,19.1,10.8,0.768518519,2.8
5.3,6.4,-0.171875,24.1,32.4,-0.25617284,31.8,34.1,-0.06744868,21.8,30.1,-0.275747508,9.3,10.8,-0.138888889,2
7,6.4,0.09375,33.1,32.4,0.021604938,32.3,34.1,-0.052785924,12.5,30.1,-0.584717608,2.6,10.8,-0.759259259,2.4
4,6.4,-0.375,24.2,32.4,-0.25308642,33.1,34.1,-0.029325513,26.5,30.1,-0.119601329,9.5,10.8,-0.12037037,3.8
5,6.4,-0.21875,35.1,32.4,0.083333333,31.3,34.1,-0.082111437,23.7,30.1,-0.212624585,14.6,10.8,0.351851852,2.8
4.8,6.4,-0.25,32.3,32.4,-0.00308642,34,34.1,-0.002932551,24.9,30.1,-0.172757475,18.3,10.8,0.694444444,2.2
5.7,6.4,-0.109375,31.1,32.4,-0.040123457,28.9,34.1,-0.152492669,33.1,30.1,0.099667774,17,10.8,0.574074074,3.3
4.3,6.4,-0.328125,25.8,32.4,-0.203703704,25.5,34.1,-0.252199413,18.5,30.1,-0.38538206,8.3,10.8,-0.231481481,3.1
5.7,6.4,-0.109375,29.1,32.4,-0.101851852,31.2,34.1,-0.085043988,17.5,30.1,-0.418604651,16.6,10.8,0.537037037,4.4
4.3,6.4,-0.328125,23.7,32.4,-0.268518519,32.9,34.1,-0.035190616,20.4,30.1,-0.322259136,10.5,10.8,-0.027777778,1.9
4,6.4,-0.375,25,32.4,-0.228395062,34.3,34.1,0.005865103,23.6,30.1,-0.215946844,9.8,10.8,-0.092592593,2.1
5.6,6.4,-0.125,12,32.4,-0.62962963,30.8,34.1,-0.096774194,34.4,30.1,0.142857143,18.6,10.8,0.722222222,5.1
5.4,6.4,-0.15625,24.7,32.4,-0.237654321,34.3,34.1,0.005865103,18.1,30.1,-0.398671096,6.5,10.8,-0.398148148,3
5.9,6.4,-0.078125,20,32.4,-0.382716049,30.2,34.1,-0.114369501,26.3,30.1,-0.126245847,13.5,10.8,0.25,2
11.2,6.4,0.75,27.2,32.4,-0.160493827,31.3,34.1,-0.082111437,24.6,30.1,-0.182724252,13.8,10.8,0.277777778,2.5
5.5,6.4,-0.140625,21.1,32.4,-0.348765432,34,34.1,-0.002932551,24.7,30.1,-0.179401993,4.6,10.8,-0.574074074,2.8
3.1,6.4,-0.515625,26.1,32.4,-0.194444444,26.5,34.1,-0.2228739,22.3,30.1,-0.259136213,9.9,10.8,-0.083333333,3.4
5.6,6.4,-0.125,26.9,32.4,-0.169753086,31.9,34.1,-0.064516129,26.2,30.1,-0.129568106,8.5,10.8,-0.212962963,3.7
3.6,6.4,-0.4375,20.3,32.4,-0.37345679,29.4,34.1,-0.137829912,29.9,30.1,-0.006644518,16.8,10.8,0.555555556,2.3
5.4,6.4,-0.15625,25,32.4,-0.228395062,14.2,34.1,-0.583577713,29.1,30.1,-0.033222591,9.8,10.8,-0.092592593,2.6
6.1,6.4,-0.046875,21.7,32.4,-0.330246914,30.7,34.1,-0.099706745,20.8,30.1,-0.3089701,20,10.8,0.851851852,2.9
4,6.4,-0.375,28.2,32.4,-0.12962963,37.8,34.1,0.108504399,24.3,30.1,-0.19269103,19.8,10.8,0.833333333,2.7
5.8,6.4,-0.09375,22.4,32.4,-0.308641975,33.4,34.1,-0.020527859,30.1,30.1,0,11.5,10.8,0.064814815,2.5
3.6,6.4,-0.4375,23.3,32.4,-0.280864198,28.8,34.1,-0.15542522,29.6,30.1,-0.016611296,19.4,10.8,0.796296296,2.1
1.6,6.4,-0.75,29.4,32.4,-0.092592593,33,34.1,-0.032258065,31.6,30.1,0.049833887,7.9,10.8,-0.268518519,1.6
4.3,6.4,-0.328125,28.6,32.4,-0.117283951,31.9,34.1,-0.064516129,23.2,30.1,-0.22923588,19.3,10.8,0.787037037,2.6
4.6,6.4,-0.28125,30.5,32.4,-0.058641975,30.7,34.1,-0.099706745,20.8,30.1,-0.3089701,7.8,10.8,-0.277777778,2.4
3.6,6.4,-0.4375,23.5,32.4,-0.274691358,35.2,34.1,0.032258065,34.8,30.1,0.156146179,16.2,10.8,0.5,2.3
7.1,6.4,0.109375,24.7,32.4,-0.237654321,30.7,34.1,-0.099706745,26.9,30.1,-0.106312292,3.4,10.8,-0.685185185,1.9
4.3,6.4,-0.328125,24.6,32.4,-0.240740741,31.8,34.1,-0.06744868,20.8,30.1,-0.3089701,17.9,10.8,0.657407407,2.5
5.6,6.4,-0.125,24.2,32.4,-0.25308642,29.7,34.1,-0.129032258,24.2,30.1,-0.196013289,5.7,10.8,-0.472222222,2.2
5.3,6.4,-0.171875,24.7,32.4,-0.237654321,35.5,34.1,0.041055718,17.5,30.1,-0.418604651,18.7,10.8,0.731481481,1.8
4.6,6.4,-0.28125,26.5,32.4,-0.182098765,32.3,34.1,-0.052785924,20.8,30.1,-0.3089701,12.5,10.8,0.157407407,1.5
3.4,6.4,-0.46875,28.8,32.4,-0.111111111,26.9,34.1,-0.211143695,35.8,30.1,0.189368771,20.6,10.8,0.907407407,1.3
5.1,6.4,-0.203125,31.1,32.4,-0.040123457,27.1,34.1,-0.205278592,27.5,30.1,-0.086378738,13.9,10.8,0.287037037,1.6
3.8,6.4,-0.40625,23.4,32.4,-0.277777778,30.4,34.1,-0.108504399,22.7,30.1,-0.245847176,10.2,10.8,-0.055555556,3.9
4.9,6.4,-0.234375,31.7,32.4,-0.021604938,32.9,34.1,-0.035190616,28.1,30.1,-0.066445183,18.8,10.8,0.740740741,4
7.2,6.4,0.125,32,32.4,-0.012345679,28.9,34.1,-0.152492669,29,30.1,-0.03654485,3.3,10.8,-0.694444444,2.7
4,6.4,-0.375,24.8,32.4,-0.234567901,29.4,34.1,-0.137829912,24.8,30.1,-0.176079734,10.4,10.8,-0.037037037,1.7
4.4,6.4,-0.3125,22.8,32.4,-0.296296296,32.3,34.1,-0.052785924,24.5,30.1,-0.186046512,9.1,10.8,-0.157407407,5.9
5.6,6.4,-0.125,23.3,32.4,-0.280864198,33,34.1,-0.032258065,20.9,30.1,-0.305647841,16.1,10.8,0.490740741,2.8
14.1,6.4,1.203125,29,32.4,-0.104938272,35.1,34.1,0.029325513,34.9,30.1,0.159468439,9.2,10.8,-0.148148148,3.6
5.9,6.4,-0.078125,28.5,32.4,-0.12037037,31.6,34.1,-0.073313783,33.7,30.1,0.119601329,16.8,10.8,0.555555556,3.8
4,6.4,-0.375,24.2,32.4,-0.25308642,34.3,34.1,0.005865103,23.9,30.1,-0.205980066,9.5,10.8,-0.12037037,0.8
3.4,6.4,-0.46875,27.3,32.4,-0.157407407,30,34.1,-0.120234604,25,30.1,-0.169435216,4.9,10.8,-0.546296296,2.3
6.1,6.4,-0.046875,28.7,32.4,-0.114197531,34.8,34.1,0.020527859,31.6,30.1,0.049833887,2.2,10.8,-0.796296296,4.2
6,6.4,-0.0625,35.3,32.4,0.089506173,31.1,34.1,-0.08797654,20.1,30.1,-0.332225914,6.2,10.8,-0.425925926,3.3
4.7,6.4,-0.265625,24.9,32.4,-0.231481481,32.2,34.1,-0.055718475,20.7,30.1,-0.312292359,7.4,10.8,-0.314814815,2.3
4.8,6.4,-0.25,17.5,32.4,-0.459876543,28.4,34.1,-0.167155425,33.7,30.1,0.119601329,10.8,10.8,0,2.7
4.7,6.4,-0.265625,26.8,32.4,-0.172839506,30.6,34.1,-0.102639296,28.6,30.1,-0.049833887,5.5,10.8,-0.490740741,1.6
4.1,6.4,-0.359375,28.4,32.4,-0.12345679,28.3,34.1,-0.170087977,20.2,30.1,-0.328903654,9.2,10.8,-0.148148148,2.3
4.4,6.4,-0.3125,27.6,32.4,-0.148148148,31.2,34.1,-0.085043988,24.7,30.1,-0.179401993,12,10.8,0.111111111,3.9
4.7,6.4,-0.265625,36.3,32.4,0.12037037,32.3,34.1,-0.052785924,25.6,30.1,-0.149501661,18.5,10.8,0.712962963,2.8
4.1,6.4,-0.359375,30.6,32.4,-0.055555556,31.2,34.1,-0.085043988,21.9,30.1,-0.272425249,20.5,10.8,0.898148148,2.2
7.2,6.4,0.125,28.7,32.4,-0.114197531,31.9,34.1,-0.064516129,27,30.1,-0.102990033,10.7,10.8,-0.009259259,3.5
6,6.4,-0.0625,17.8,32.4,-0.450617284,32,34.1,-0.061583578,24.7,30.1,-0.179401993,8.5,10.8,-0.212962963,2.8
7.6,6.4,0.1875,31.6,32.4,-0.024691358,31.6,34.1,-0.073313783,18.7,30.1,-0.378737542,16.6,10.8,0.537037037,2.2
9.1,6.4,0.421875,28.4,32.4,-0.12345679,30.8,34.1,-0.096774194,24.8,30.1,-0.176079734,17.7,10.8,0.638888889,3.7
4.6,6.4,-0.28125,27.5,32.4,-0.151234568,34.5,34.1,0.011730205,34.3,30.1,0.139534884,3.1,10.8,-0.712962963,2.8
6.6,6.4,0.03125,23.5,32.4,-0.274691358,34.2,34.1,0.002932551,24.2,30.1,-0.196013289,12.3,10.8,0.138888889,3.7
6.3,6.4,-0.015625,22.6,32.4,-0.302469136,28.2,34.1,-0.173020528,31,30.1,0.029900332,8.1,10.8,-0.25,2.2
2,6.4,-0.6875,31.8,32.4,-0.018518519,50.5,34.1,0.480938416,18.5,30.1,-0.38538206,17.6,10.8,0.62962963,2.1
7,6.4,0.09375,27.5,32.4,-0.151234568,31.3,34.1,-0.082111437,34.1,30.1,0.132890365,9.6,10.8,-0.111111111,5.3
4.2,6.4,-0.34375,29.1,32.4,-0.101851852,28.2,34.1,-0.173020528,34.6,30.1,0.149501661,8.9,10.8,-0.175925926,2.8
3.7,6.4,-0.421875,32.4,32.4,0,41.6,34.1,0.219941349,20,30.1,-0.335548173,17.5,10.8,0.62037037,3.1
10,6.4,0.5625,28.4,32.4,-0.12345679,31.2,34.1,-0.085043988,25.2,30.1,-0.162790698,19,10.8,0.759259259,2.7
4.4,6.4,-0.3125,33.7,32.4,0.040123457,29.7,34.1,-0.129032258,20.4,30.1,-0.322259136,17.3,10.8,0.601851852,2.3
6.3,6.4,-0.015625,31.1,32.4,-0.040123457,31.4,34.1,-0.079178886,26.4,30.1,-0.122923588,4.7,10.8,-0.564814815,2
6,6.4,-0.0625,31.8,32.4,-0.018518519,31.8,34.1,-0.06744868,25.6,30.1,-0.149501661,10.4,10.8,-0.037037037,1.9
7.4,6.4,0.15625,29.3,32.4,-0.095679012,26.4,34.1,-0.225806452,18.4,30.1,-0.388704319,19,10.8,0.759259259,4.3
5.3,6.4,-0.171875,30.1,32.4,-0.070987654,35.1,34.1,0.029325513,21.7,30.1,-0.279069767,17,10.8,0.574074074,3.2
6,6.4,-0.0625,28.2,32.4,-0.12962963,29.1,34.1,-0.146627566,20.5,30.1,-0.318936877,8.5,10.8,-0.212962963,2.4
4,6.4,-0.375,26.1,32.4,-0.194444444,29.4,34.1,-0.137829912,19.9,30.1,-0.338870432,8,10.8,-0.259259259,1.9
3.8,6.4,-0.40625,29.5,32.4,-0.089506173,33.4,34.1,-0.020527859,29.6,30.1,-0.016611296,8.9,10.8,-0.175925926,2.5
3.6,6.4,-0.4375,30.2,32.4,-0.067901235,34.5,34.1,0.011730205,21.9,30.1,-0.272425249,6.4,10.8,-0.407407407,3.3
4,6.4,-0.375,26.5,32.4,-0.182098765,28.5,34.1,-0.164222874,22.8,30.1,-0.242524917,4.2,10.8,-0.611111111,2.6
5.5,6.4,-0.140625,23.3,32.4,-0.280864198,34.9,34.1,0.023460411,19.8,30.1,-0.342192691,17.2,10.8,0.592592593,1.6
4.8,6.4,-0.25,29.9,32.4,-0.077160494,24.8,34.1,-0.272727273,15.1,30.1,-0.49833887,15.1,10.8,0.398148148,1.8
6.4,6.4,0,27.6,32.4,-0.148148148,29.7,34.1,-0.129032258,20.8,30.1,-0.3089701,10.4,10.8,-0.037037037,3.5
3.7,6.4,-0.421875,32.5,32.4,0.00308642,30.8,34.1,-0.096774194,26.2,30.1,-0.129568106,14.2,10.8,0.314814815,2.8
3.9,6.4,-0.390625,27.7,32.4,-0.145061728,35.6,34.1,0.04398827,27.6,30.1,-0.083056478,10.2,10.8,-0.055555556,0.4
6.1,6.4,-0.046875,23.2,32.4,-0.283950617,32.1,34.1,-0.058651026,37.6,30.1,0.249169435,12.7,10.8,0.175925926,5.3
4,6.4,-0.375,25.5,32.4,-0.212962963,31.2,34.1,-0.085043988,29.1,30.1,-0.033222591,6.2,10.8,-0.425925926,2.5
2.4,6.4,-0.625,27.9,32.4,-0.138888889,30.5,34.1,-0.105571848,23.3,30.1,-0.225913621,17.3,10.8,0.601851852,2.1
3.1,6.4,-0.515625,30.1,32.4,-0.070987654,30.1,34.1,-0.117302053,15.2,30.1,-0.495016611,11.6,10.8,0.074074074,2.6
6,6.4,-0.0625,26.8,32.4,-0.172839506,28.6,34.1,-0.161290323,27,30.1,-0.102990033,8.4,10.8,-0.222222222,5.8
4,6.4,-0.375,24.6,32.4,-0.240740741,30.3,34.1,-0.11143695,25.4,30.1,-0.156146179,10.1,10.8,-0.064814815,2.6
4.7,6.4,-0.265625,24,32.4,-0.259259259,39,34.1,0.143695015,25.5,30.1,-0.15282392,9.7,10.8,-0.101851852,2.1
2.7,6.4,-0.578125,28.6,32.4,-0.117283951,30.6,34.1,-0.102639296,32.2,30.1,0.069767442,3.8,10.8,-0.648148148,2
4.3,6.4,-0.328125,23,32.4,-0.290123457,30.6,34.1,-0.102639296,18,30.1,-0.401993355,8.4,10.8,-0.222222222,2.5
4.4,6.4,-0.3125,27.7,32.4,-0.145061728,36.5,34.1,0.070381232,23.2,30.1,-0.22923588,15.9,10.8,0.472222222,2.8
6.1,6.4,-0.046875,23.7,32.4,-0.268518519,30.7,34.1,-0.099706745,24.7,30.1,-0.179401993,12.7,10.8,0.175925926,2.6
5.6,6.4,-0.125,30.8,32.4,-0.049382716,36.5,34.1,0.070381232,33,30.1,0.096345515,15.1,10.8,0.398148148,3
8.4,6.4,0.3125,36.3,32.4,0.12037037,33.7,34.1,-0.011730205,23.7,30.1,-0.212624585,15.9,10.8,0.472222222,4.5
6.1,6.4,-0.046875,29,32.4,-0.104938272,33.2,34.1,-0.026392962,23.2,30.1,-0.22923588,3.7,10.8,-0.657407407,2.4
4.9,6.4,-0.234375,22.8,32.4,-0.296296296,31.8,34.1,-0.06744868,25.7,30.1,-0.146179402,9.2,10.8,-0.148148148,2.6
15.8,6.4,1.46875,30.6,32.4,-0.055555556,30,34.1,-0.120234604,18.2,30.1,-0.395348837,2.4,10.8,-0.777777778,2.4
4.6,6.4,-0.28125,37.6,32.4,0.160493827,34.7,34.1,0.017595308,29.3,30.1,-0.026578073,2.9,10.8,-0.731481481,3.2
4.2,6.4,-0.34375,22.5,32.4,-0.305555556,29.3,34.1,-0.140762463,27,30.1,-0.102990033,14.8,10.8,0.37037037,1.8
3.9,6.4,-0.390625,32.9,32.4,0.015432099,30.4,34.1,-0.108504399,21.9,30.1,-0.272425249,17.1,10.8,0.583333333,2.4
4.2,6.4,-0.34375,25.4,32.4,-0.216049383,35.5,34.1,0.041055718,30.6,30.1,0.016611296,16.4,10.8,0.518518519,2.5
5.6,6.4,-0.125,23.2,32.4,-0.283950617,30.5,34.1,-0.105571848,28.4,30.1,-0.056478405,17.9,10.8,0.657407407,3.2
6.9,6.4,0.078125,22.8,32.4,-0.296296296,35.5,34.1,0.041055718,20.2,30.1,-0.328903654,6.2,10.8,-0.425925926,3.6
3.3,6.4,-0.484375,16.2,32.4,-0.5,30.1,34.1,-0.117302053,19.1,30.1,-0.365448505,10.6,10.8,-0.018518519,3
5.1,6.4,-0.203125,19.1,32.4,-0.410493827,29.7,34.1,-0.129032258,25.3,30.1,-0.159468439,9.7,10.8,-0.101851852,1.7
3.3,6.4,-0.484375,23.7,32.4,-0.268518519,30.7,34.1,-0.099706745,35.8,30.1,0.189368771,8.4,10.8,-0.222222222,3
5.3,6.4,-0.171875,21.9,32.4,-0.324074074,30.7,34.1,-0.099706745,29.8,30.1,-0.009966777,6.2,10.8,-0.425925926,2.4
4.4,6.4,-0.3125,29,32.4,-0.104938272,27.5,34.1,-0.193548387,19.1,30.1,-0.365448505,13.3,10.8,0.231481481,2.1
6,6.4,-0.0625,29.3,32.4,-0.095679012,25.3,34.1,-0.258064516,21.3,30.1,-0.292358804,25.5,10.8,1.361111111,2.6
5.2,6.4,-0.1875,20.3,32.4,-0.37345679,33.2,34.1,-0.026392962,32,30.1,0.063122924,13.3,10.8,0.231481481,3.6
2.7,6.4,-0.578125,31.6,32.4,-0.024691358,29.4,34.1,-0.137829912,19.1,30.1,-0.365448505,5.8,10.8,-0.462962963,2.7
5.7,6.4,-0.109375,29.2,32.4,-0.098765432,32.7,34.1,-0.041055718,28.8,30.1,-0.043189369,16.1,10.8,0.490740741,2.7
6,6.4,-0.0625,26.2,32.4,-0.191358025,31.5,34.1,-0.076246334,18.3,30.1,-0.392026578,20.3,10.8,0.87962963,2.6
4,6.4,-0.375,28.9,32.4,-0.108024691,25.2,34.1,-0.260997067,37.7,30.1,0.252491694,18.2,10.8,0.685185185,6.1
3,6.4,-0.53125,29.6,32.4,-0.086419753,33.5,34.1,-0.017595308,34.1,30.1,0.132890365,11.9,10.8,0.101851852,3.9
5,6.4,-0.21875,29,32.4,-0.104938272,30.2,34.1,-0.114369501,28.1,30.1,-0.066445183,3.5,10.8,-0.675925926,2.8
5.9,6.4,-0.078125,34.3,32.4,0.058641975,34.1,34.1,0,18.8,30.1,-0.375415282,9.1,10.8,-0.157407407,2.9
6.5,6.4,0.015625,28.7,32.4,-0.114197531,21.9,34.1,-0.357771261,31.2,30.1,0.03654485,10.5,10.8,-0.027777778,2.9
