HD_M_Value,HBP_M_Value,HC_M_Value,OB_M_Value,DB_M_Value,Target_Value
4.8,31.9,34.5,28.5,6.8,4.2
5,17,35.1,20.8,5.9,2.5
3.2,26.9,33.7,30.3,5.6,3.2
5.1,26.2,31.5,17.2,7.5,1.7
4.3,29.4,32.5,33.8,5,3.9
5.9,25,35.2,36.1,6.6,1.7
3.4,21.5,36,27.4,5.9,2.5
4.4,31.5,28.5,16.5,7.8,3.4
3.6,25.5,28.9,25.8,7.2,3.9
6.9,29.1,33.5,25,4.5,2.6
4.5,18.1,31.7,29.5,7.7,4.2
5,51.8,29.9,31.3,2.7,3.6
3.8,28.9,32.5,15.3,7.1,1.8
8.4,24.5,48.6,18,7.9,2.3
2.7,28.6,40.2,27.5,8.2,4.2
3.1,20.2,31.6,28.9,8.9,2.5
6.8,25.3,35.2,35.6,12.1,1.7
2.6,27.9,35.6,28.6,7.6,2.4
3.8,32.1,28.6,25.1,7.9,2.5
11.5,29.3,32.7,26.1,8.2,2.1
5.1,26.7,29.8,21.1,10.2,4.5
6.2,27,33.8,22.1,10,1.7
2.9,29.8,32.6,29.6,8.4,2.8
6.9,27.4,18.9,24,11,2.3
6.9,16.7,33.9,26.7,9.8,1.7
4,22.3,25.1,40.5,10.8,0.8
3.6,17.9,47.1,29.2,10.7,3.4
5.7,28,27.9,44.2,8.5,5.2
6.6,26.7,37.1,30.6,8.9,1.3
5.1,27.8,31.3,21.3,11.3,2.6
5.5,24.2,26.4,24.6,10.9,2.8
0.9,29.1,33.8,18.9,10.1,3.2
5,29.5,29,25.1,8.3,4.1
5,24.1,33,25.3,9.7,1.8
3.3,27.9,31.2,31.2,10,2.6
4.5,25.1,35.2,24.4,8.9,2.4
5.2,22.9,34.1,34.5,10.3,2.7
6.1,29.4,34.1,30.6,10.9,2.6
5.9,34.7,36.6,23.9,11.6,2.8
4.6,30,31.6,25.4,12,2
4.4,22.1,26.5,29.8,11.2,1.1
4.9,27.5,25.8,24,15.8,2.7
5.5,24.4,27.1,27.7,11.2,4.8
5.7,28.6,22.8,18.7,11.6,2.8
6.7,24.3,33.8,30.2,15.4,2.4
4.2,28.6,38.8,35.3,10.8,2.6
7.2,50.3,30.1,25.6,12.9,2.6
4,22.2,34,23.7,12.2,2.1
5.4,31.6,31,22.6,7.6,3
6,29.8,32.1,23.9,8,1.9
2.8,26.4,30,41,10.4,1.8
5.7,26.1,33.3,25.3,5.9,3.5
5,25.2,33.7,25.6,7,3
2.8,22.7,34.8,17.9,6.1,3.1
6.5,22.3,38.3,24.8,8.1,3.2
3.4,23.1,35.7,19.8,9.6,7
5.1,25,31.3,22.2,5.8,2.1
4.6,26.7,18.3,34.4,6.5,3.1
3.4,22.4,28.3,27.4,8.1,1.7
5.5,25.2,30.9,27.9,8.5,2
4.5,29.2,21.6,45.1,7.9,2.8
4.5,33.7,32.7,33.1,6.5,5.4
4.7,26.1,34.5,25.7,8.6,2.9
4,30.6,30.9,29.8,6,2.4
2.2,28.3,31.7,34.1,8.2,2.9
4.9,17.3,24.3,24.9,7.9,3.4
4.2,24.4,12.5,25,9.5,1.5
8,28,29,34.1,7.2,2.2
5.9,22.3,33.7,22.7,8.2,3.4
5.7,27.7,34.5,28.8,7.5,3
3,35.7,33.4,34.9,8.7,2.9
3.6,18.6,33.7,26.4,9.4,2.1
2.7,31.3,23.4,26.3,10.9,2.8
2.4,20.7,31.6,29.2,7.6,4.7
6.2,20.9,33.4,27.8,11.6,3
4.2,28.2,35.8,24.9,12.4,2.8
5,27.3,30.8,25.6,14,4.8
7.4,26.6,34.4,26.4,11.3,4.4
4.1,25.5,28.2,27.2,9.7,2.6
5.6,30.4,40.3,20.3,8.3,2.6
6.6,22.6,33.6,23.6,6.6,2.8
3.5,28.3,24.7,31.4,11.2,2.7
4.1,29.4,31.5,40.6,10.2,2.2
6.6,24.7,31.2,26.4,8.3,2.3
4.2,28.1,11.9,23.5,9.4,2.3
5.8,25.6,32.1,27.2,10,2.2
5.6,26.9,28.9,16.2,10,5.9
3.6,28.8,30.3,19.9,12.2,2
5.3,24.4,33.1,27.8,10.4,2.1
7.2,48.2,29.4,42.7,5.8,3.8
9.7,48.3,31,24.6,9.8,3.6
3.7,27.4,28.8,28.3,13.4,2.1
4.4,52.6,25.9,19.3,10.3,2.7
4.9,23.7,36,25.6,7.6,2
2.3,42.8,33,41,11.1,2.3
5.5,20.5,29.7,24.5,12.3,2.7
2.7,28.7,33.4,46.4,9.1,5.5
4.5,28.8,35.1,33.1,13.1,2.3
5.6,32.1,34.2,24.1,8.6,1.9
7.4,23.9,29.7,17.7,9.6,1.5
3.2,27.8,34.1,26.7,10.3,3.9
4.3,17.3,32.8,34.4,12.2,2.8
4.3,37.1,31.5,28.4,8.1,1.4
6.1,28.5,31.8,24.9,11,3.2
4.9,20.3,32,29.5,9.6,1.4
4,27.5,32.1,18.2,8.3,2.1
4.8,35.8,31.8,22.9,12.1,3.1
15,35.1,31.1,31,12.2,3.6
5.2,26.9,30.5,35.5,7.8,2.6
2.9,25.1,35.2,16.1,6.6,2.6
5,19.6,32.9,29.2,9.2,2.8
2.9,27.5,27.2,22.5,10.5,6.6
5.5,22.8,34.3,28.1,13.5,2.8
13.9,27.8,31.4,35.5,9.4,3.4
3.5,36.2,34.3,25.3,8.7,2.3
8.2,25.9,31.5,22.9,12.2,2.4
7.6,30.2,30.1,27.5,10,2.6
3.9,25.6,30.8,27.1,12.4,1.9
6,34.2,31.9,21.1,10.5,1.7
4.4,31.3,25.5,24.7,14.1,3.9
4.9,26,31.7,29.2,11.9,2.8
4.3,26.3,28.6,23.1,9.7,2.3
4.8,21.2,28.3,30.8,10.5,2.2
7.3,31.9,27.5,33.1,9.4,4.3
5.8,27.5,35.2,25.4,21.4,1.7
4.6,28.8,30,23.8,9.4,3.4
7.6,25.1,40,18.3,12.2,4.5
4.3,25.2,22.5,32.7,9.3,2.9
3.7,27.6,34.5,30.6,9.3,3.8
6.7,23.6,35.8,29.8,13.1,2.3
3.6,25.5,25.3,24.6,8.1,5.1
6.8,24.9,35.8,37.5,9.9,2.7
4.9,21.8,36.7,25.3,12.2,2.8
5.6,30.6,32.9,36.4,8.7,2.6
5.4,28,32.5,28.2,8.1,2.6
4.7,28.2,42.1,22.3,14.7,2.9
12.3,32.1,29.3,23.1,10.5,4.2
5.2,19.9,36.8,26.4,10,2.6
3.5,25.8,31.4,32.1,10.4,1.5
4.6,32.9,30.6,20.4,14.8,2.9
6.6,28.4,33.7,20.5,13.8,1.8
6.1,21.1,34.2,34,9.1,2.7
5.7,30.3,32.9,33.2,7.3,0.7
3.5,19.8,36,24.1,10.5,3.3
3.3,32.6,31.4,20.9,12.6,1.7
6.1,27.5,32.2,37.5,7.2,3.1
4.8,37.6,31.1,22.7,9,2.5
5.1,27.4,31.5,34.4,5.8,3.4
5.2,21.5,34.6,36.8,8.9,2.5
5.8,30.9,31.7,27.5,7.6,1.2
5.3,24.3,35.9,24,6.5,2.5
3.7,19.5,34.2,34.9,8.1,3.1
3.7,28.4,36.9,34.5,7.8,3.7
6.2,31.6,27.7,25.9,8.1,1.5
6.2,24.6,34.3,29.2,7.3,3.3
5.6,29.9,33.7,27.4,7.6,3.4
6.9,29.7,36.9,38.9,9.1,2.4
3.7,24.4,25,23.8,7,2.1
5.5,23.7,29.6,24.1,7.7,2.8
6.4,22.1,31.1,27.3,8.8,4.6
6.5,27.8,30.8,28.8,7.5,2.7
6.3,27.2,31.2,28.7,9.6,1.9
8.2,31.7,23.6,33.5,7.5,0.6
3.2,19.3,31.7,26.5,7.3,2.3
6.4,34.9,29,18.7,8,3.9
6.2,18.4,34.3,27.5,7.9,2.2
6,27.5,34.1,36.3,8.5,2.7
5.9,26.5,31.7,41.1,6.6,3.9
3.3,30.8,28.5,17.5,8.1,2.8
5.2,26.3,34.4,28.6,7.4,2.8
4.6,28.3,22,27.1,7.7,5.1
10,19.3,25.4,27,9.6,2.7
10.9,22.1,23.3,18.4,9.2,2.2
5.8,32.5,33.1,26.2,6.5,2.9
4.2,26.3,34.7,27.6,6,3.5
11.6,33.1,32,34.2,7.1,2.6
5,22.8,36.5,35.8,7.6,3.8
7.3,23.2,33.6,34.9,7.1,3.1
6.7,34.5,33.2,23.1,6,2.6
7.6,31.6,30.4,21.8,6.9,2.8
5.1,22.3,38,28.7,5.3,2.4
2.5,21,26.2,29.5,7.9,3.8
5.1,21.8,34,23.3,7.6,2.4
4.8,30.3,28.3,32.8,6.9,5.4
7.5,31.1,35.9,26.8,7.2,2
6.4,31.6,30.9,20.8,5.4,3.6
6.4,25.2,31,26.5,6.2,4
4.1,28.1,31.2,46.9,7.1,2.8
3.9,30.6,32,27.9,5.9,2.1
4.7,20.6,27.9,15.1,7.8,3.7
5,34.9,43.4,25.7,7.2,2.5
8.3,32.3,36.2,33.8,7.3,2.3
5,24.2,26,19.5,5.5,2.4
6.6,29.1,28.4,25.4,6.4,3.1
6.3,27,35.1,26.2,6.7,3
5.9,47.4,27.8,39.2,7.8,4.4
6.1,32.6,31.1,34.5,7.3,2.1
7.4,28.2,32.7,22.9,5.8,2.9
6.2,29.8,23.3,24.7,6.4,2.4
4,33.9,29.6,30.6,7.3,2.1
4.7,20.8,31.5,21.6,7.7,2.4
1.3,25.8,29.9,24.5,17.2,1.9
2.7,29.9,37.6,20,5.4,2.9
11,21.3,36.3,30.4,11.1,2.4
4.6,10.6,30.7,41.7,10.4,2.7
9.1,27.2,38.6,35.4,9,2.3
6,22.4,36,17.5,11.6,4.3
5.1,20.2,27.4,25.1,10.1,3.2
4.9,37,29.5,27.8,7.7,1.6
5.1,23.9,31.2,29.4,7.8,3.5
3.2,29.8,49.1,21.3,7.3,2.8
5.5,26.3,30.8,24.7,8.1,2.8
7.5,48.4,31.2,30.8,10.4,1.9
9.8,28.2,29.4,25.3,9.6,3.9
2.6,37.4,28.1,24.9,10.9,3
5.3,25.5,32.3,28.9,7.3,4.6
8.5,26.3,33.9,27.5,7.5,6.5
3.3,25.4,26.1,20.8,10.7,2
4.9,33.5,30.3,28.1,11.3,2.4
6,21.3,33.3,35,7.3,3.7
6.2,31,33,24.7,9,2
0.9,37.7,31.8,16.1,9.4,5.9
6.7,26.4,35,20.5,10.8,3.3
3.4,29.9,34.6,29.2,9.1,2.5
4.1,32,32.7,36.3,11.4,2.2
6.3,26.1,33.6,29.1,9.6,2.5
12.6,23.6,33.3,23.6,11.1,2.7
3.7,25.6,31.4,32.4,8,3
8,30.2,44,29.3,8.7,4.1
8.8,30.8,32.5,42.9,15.5,2.7
6.8,31.5,28.2,29.7,3.3,2.8
4.6,22.8,20.5,19.2,10.5,2.5
4.3,28.4,41.6,27.5,13.1,3.2
6.1,25,30.4,23.6,2.3,3.9
4.2,45.8,32.3,27.4,7,2.8
5.9,27.1,34.9,34.2,4.5,2
4.3,29.8,41.1,20.6,16,3.3
5.9,26.9,34.4,24.4,15,2.7
8.1,32.6,33.8,34.4,6.8,1.7
6.9,22.2,45,23.1,9.3,2.1
2,30.2,35.8,25.6,5.9,3.3
7.3,26.5,34.3,20.6,8.2,3.5
4.1,15.2,34.3,29.4,18,2.5
6,31.8,29.1,35.2,3.2,3.3
5.5,27.2,35.9,19.4,7.9,4.1
9.1,19.6,31.8,34,8,3
4.4,22.7,39.1,28.3,6.8,2.9
3.8,30.6,23,32.6,9.4,2.5
3.7,26.7,49.2,23.5,9.1,2
4.2,29.8,29.5,24.6,9,4.8
3.7,42.7,33,33.1,8.3,0.7
9,25.8,36.5,33,3.3,2.6
5.2,29.4,26.7,24.5,4.3,3.6
3.3,44.1,23.6,40.5,13.9,2
3.5,31.4,31.1,21.8,10.1,2.5
3.5,34.1,29.6,32.4,9.7,1.7
7.2,25.5,35.5,25,7.1,2.6
6,29.8,31.7,31.3,4.6,3.5
5.3,24.1,28.8,35.5,10.4,2.3
7.4,14.8,36.3,24.3,7.9,3.7
7,26,40.2,24,13.5,3.8
5,30,25.9,24,10.4,1.8
5.9,26.5,40.9,39.5,17.4,1.9
11.1,26.6,30.7,26.9,18.9,3.1
5.2,33.1,34.5,18,4.9,3.6
3.1,30.7,42,35.9,9.2,2.7
4.8,30.7,23.8,38.8,8.8,3.7
6.5,20.4,34.8,31.9,8,2.1
5.4,21.9,30,23.9,19.5,5.5
5,31.3,19,28.5,16.6,3.5
5.1,30.1,34.8,34.4,5.3,2
1.3,35.7,31.9,23.2,15.1,2.5
3.8,33.1,29.2,24.5,3.7,4.1
3.3,17.6,39.1,24.3,14.7,2.8
3.3,27.6,33.4,24.9,16,3.3
5.6,23.6,22.1,17.8,18.4,2.4
13.6,9.5,37,31.8,19,2.7
5.1,28,31.8,25.6,6.4,2
4,27.4,33.6,17.8,12.2,2.7
3.8,33.4,31,23.2,16.6,1.8
7.2,30.5,25.8,45.1,18.8,1.5
7,26.6,34.6,23.8,6,1.8
8.6,27,36.7,22.2,9.3,1.7
5.8,26.4,35.5,25,6.1,1.5
4.6,18.2,31.9,25.1,10.4,2.4
2.8,25.1,27.3,42,3.6,3.4
4.9,33.7,40.3,31.7,5.5,3
5.5,19.3,34.8,32.4,5.7,2.9
5.8,38.2,28.1,24.3,5.3,2.6
2,32.9,37.1,26.9,7.3,3.2
5.7,22.1,26.5,27.8,19.1,2.8
6.7,33.4,31.4,23,9,2.1
9.5,33.3,26,24.5,18.5,2.6
1,39.2,28.4,28.1,16.3,3.5
6.3,28.1,12.5,21,17.7,2.3
6,48.2,30.1,40.5,20.4,1.8
4,36.3,34.2,19.7,4.9,2.5
5.1,32,34.6,32,21.3,2.3
7.3,18.6,47.1,34.7,5.5,4.2
2.5,25.2,30.5,24.1,20.6,2.4
3,51.8,31.3,29.3,15.3,4.9
7.4,20.3,25.1,36,19,2.3
5,30.9,31.5,31.9,6.1,2.7
4.4,22.7,28.9,31.1,12.4,2.6
4.3,25.7,30.3,33.6,5.3,0.8
6,33.1,34.9,25.6,14.3,4.3
6.3,21.6,31.7,24.8,6.8,2.6
6.8,29.2,33.4,28,18.8,3
1.4,25.3,34.2,17.4,7.6,2.7
8.8,27.3,31.7,20.6,3.6,2.7
6.7,32.8,28.1,24.3,9,2.4
6.8,21.6,31.6,30.4,5.9,3.5
4.5,26.8,33.2,35.7,5.9,3.4
3.4,28.5,28.6,29.4,3.8,2.9
4.9,24.5,30.8,20.3,11.7,2.3
5.6,32.4,30.2,26.9,17.6,3.5
4.7,29.8,28.7,19.6,5.3,3
4.6,36.1,34.5,25.4,7.5,3.8
3.9,26.6,29.2,30.8,20.7,2.4
7.3,25.4,23.9,24.6,5.9,2.5
4.6,27.2,35.9,28,13,3.7
5.1,32.2,28.8,27.1,4.2,2.7
7.6,27.9,17.1,32.1,16.2,1.9
3.3,32.9,32.2,26.3,18.7,2.1
5.1,26.1,32.7,24.6,3.8,2.2
6.5,27.3,30,20.7,5.6,2.8
7.2,28.2,28.7,40.2,1.9,2.7
4.5,31.6,38,30,14.1,3.6
6,25,30.6,29.8,15.9,2.9
10.1,23.3,31.7,41.8,18.5,3.5
7.4,25.6,21.1,40.6,18.2,2
7,11.2,25.8,20.2,12.2,3.3
7.3,26.1,33.4,26.8,17.2,3.5
4.9,30.5,30.2,27.8,11.5,4
6.1,32.7,35.8,27.7,5.6,2
5.4,27.6,27.7,23.5,18.1,1.2
2.4,22.3,33.6,27.7,12.5,4.5
6.8,27.8,17,22.1,20.8,4.2
4.9,30.9,36.2,36.1,6.2,2.4
2.9,23.6,25.8,27.6,8.5,4.3
5.5,32.1,32.4,30.4,18.4,2.1
6.9,17.1,30.6,33.9,5.4,3.3
5.3,34.2,37.9,30.6,5.6,1.9
4.2,39.5,32.6,39.7,10.2,4.5
5.1,22,39.6,27.7,8.7,2.9
7.3,36.2,32.5,26.6,17.6,3
5.3,30.6,34.2,28,4.7,1.1
4.4,24.8,48.6,30.8,7.7,5.1
7.5,27.1,41.4,36.4,5.2,4.4
3.8,27.3,36.8,24.3,5,2.2
5.4,26.8,34.6,17.2,3.3,4
9.5,37.1,31.4,24.1,10.9,4.4
5.9,27.6,33.9,28.8,14.7,2.7
3.4,34.5,29,34.9,14.5,4.6
5.2,30.3,27.7,23.9,5.2,2.8
6.3,23.3,32.4,18,4,3.9
4,19.4,29.2,43.5,15.8,3.6
6.5,30.9,32,33.9,14.7,2.7
2.8,30.3,33.2,23.1,19.6,3.4
4.1,21.3,34.4,29.1,5.2,2.6
11.7,19,26.9,21.6,5.3,3.1
5.8,27.7,31.8,25.1,19,4.6
3.8,32.1,24.4,34.9,3.5,2.3
4.9,28.2,32.8,31.4,3.7,3.3
5.8,27.3,34.4,25.3,23,5.2
7.3,25.4,31.7,21.6,6.8,3.9
4.1,30.7,33,36.4,18.4,2.3
4.9,29.2,35.3,35.8,3,2.3
5.7,37.3,38.4,26.2,17,2.3
4,22.3,27.6,28.7,4.2,1.8
3,28.4,35.1,25.7,19.8,3.1
5.6,33.8,33,29.7,6.2,2.9
7.4,28.3,30.5,37.6,7.3,3.4
5.8,38.8,33.2,30.1,6.1,4.7
6.8,33.4,35.4,35.3,14.5,2.4
3.2,28.8,32.2,29.6,17,1.8
3.5,27.3,47.8,26.8,14.3,1.9
8.9,27,26.4,24,3.5,3.4
7.3,26.6,32.6,14.9,7.4,2.3
4.3,23.5,25.8,33.1,19,3.2
3.1,25.8,32.9,25.9,20.6,2.6
3.5,16.1,27.4,20.7,5.2,3.9
7.3,27.7,34.1,43.8,18.3,3
6.7,27.8,29.8,30.8,4.8,2.6
4.8,30.3,33.5,24.6,4.8,3.3
11.5,26,34.2,39.6,18.6,2.7
6,18.3,21.1,21.4,8.9,3.1
4.7,31.7,27.1,19.3,15.2,3.2
4.5,28.1,30.7,26,20,3.1
5.2,28.7,30.2,31,8.4,3.5
10.4,20.8,37,25.1,8.8,3.9
4.7,28.4,26.9,27.4,10,5
4.9,30.4,34.2,25.7,9.8,2.4
6.4,39.5,35.8,26.9,13,3.5
6.7,26.8,33.8,28,7.6,2.7
4.7,29.5,19.6,24.1,6.4,3.3
5.3,21.5,31.9,18,8.5,3
5.5,31.1,36.7,30,7.2,2.8
6.6,29.9,29.4,29.1,12,4.5
3.2,29.1,28.8,41.4,9.3,2.2
5.4,27.4,29.5,35.5,9.2,2.1
3.8,21.4,30.4,28.6,7.1,3.7
5.2,29.8,30.8,25.1,6.6,2.7
8.1,30.5,36.1,25.5,8.2,2.6
5,27.3,30.6,33,10.4,2.3
7.4,24.9,31.2,35.5,6.4,2.7
3.3,28.5,30.8,24.3,7.4,2.5
5.2,28.5,35.4,27.6,9.4,3.3
5.2,30.3,32.9,26,23,3.1
6.9,33.9,24.8,29.3,12.3,1.8
5.6,44.5,37.2,27.3,9,2.7
3.4,22.3,31,27.1,21.6,2.4
3.6,27.9,29.4,25.7,16.7,3.2
5.3,20.9,30.6,27.9,8.5,2.3
5.5,27.6,30.5,20.2,15.1,4.8
5.3,17.7,36.8,23.7,16.7,2.5
12,21.3,24.4,32.8,15.3,2
3.3,22.6,35.6,23.7,15.7,1.8
6.7,42.2,35.2,22.9,10.2,3.8
4.3,29.2,33.8,32.9,10.3,2
4.3,25.4,33.5,23.1,11.2,1.9
1.8,27.9,32.4,27.8,17.5,3.1
4.7,27.6,35.8,23.9,25.3,1.9
6.1,14.2,38.3,23.1,7.2,5.6
5.5,27.2,31.2,30.9,12.3,2.4
4.5,31.6,38.3,25.4,17.5,4.2
4.1,26.4,31.9,29.4,13.7,4.1
6.1,32.7,37.9,26.3,14.1,2.3
5.1,25.7,34.5,46.2,18.6,5
4.9,34,25.3,31.4,15.2,1.5
5,31.8,31.5,30.9,8.9,3.1
5.2,22.5,12,28.4,21,5.6
6.1,23,30,24.3,14.9,3.9
3.8,25.8,38.8,25.7,12.3,2.2
3.2,17.4,19.7,24.2,14.7,2.2
5,10.5,38.5,30.9,11.3,2.7
3.4,30.1,35.1,23.6,11.7,1.6
3.8,16.5,37.5,25.8,22.6,3.3
6.5,36.7,27.6,28.5,10.3,2.6
7.7,29.4,32.2,18,23,2.1
5.5,24.3,28.8,34.5,11.9,3.3
5.4,29.1,35.9,24.1,15.5,2.5
6.4,27.1,26.4,25.4,13.6,4.2
6.9,34.3,29.4,32.2,13.2,4.5
9.4,22.5,29,25.4,15.9,2.9
7.3,24.7,44,26,22.2,2.6
2.3,27.7,31,23.7,7.3,2.2
3,24.2,27.4,32.9,16.7,2.9
5.2,29.7,28.5,25.3,14.6,1.4
3.8,49.5,29.9,31.3,9.3,2.1
5.1,44.8,30.6,23.5,15.3,3.3
5.2,26.4,26.7,24.2,16.6,3.1
5.1,27.1,30.9,27.4,2.5,1.9
6.4,40.4,30.4,26.6,13.9,3.6
3.5,20.9,31,23.5,17.4,2.4
3.7,24.8,31,26.9,8.9,3.9
3.2,30.1,35.8,27.8,9.8,2.2
2.9,23.7,30.9,24.1,10.2,3.1
5.4,22.2,34.6,29.6,5.4,3.5
2.7,27.7,29.5,25.2,7.8,4.9
3.6,24.4,32.3,29.6,6.8,3.8
3.5,21.6,27.1,29.2,10.1,7
4.2,23.9,25.5,35.9,7.3,1.9
3.2,25.7,32.9,23,9,2.8
4.6,31.9,32.4,27.4,3.4,3.7
4.7,21.2,29.8,29.2,7.3,2.6
3.5,28.4,28,19.8,8.2,2.4
2,28,27.1,32.2,10.5,2.3
3.2,28.7,31.2,34.3,10.6,2.4
3.7,26.4,33.6,26.4,10.7,3.2
2.7,10.6,30.4,23.9,6.1,2.6
3.8,25.2,31.9,23.3,9.4,2.7
2.2,31,30.6,21,6.4,1.9
3.6,21,34.5,23,9.1,1.5
2.5,21.7,33.4,22.6,4.7,2.3
4.6,24.8,28,42.5,9.9,1.2
2.6,26.4,34.8,32.3,7,1.9
4.1,23,30.5,28.7,8.9,2.7
3.8,21,30.4,26,8.1,3
5.6,16.9,23.9,26.9,5.9,2.8
3.1,23.8,31.3,31.3,5.6,2.7
3.2,25.8,31.3,25,5.8,2.9
2.7,31.5,30.3,36.7,7.4,1.6
2.6,23.8,31.5,28.4,8.3,3.2
2.6,23.6,32.4,42.9,7.8,2.1
3.9,20.6,33,24.3,5.1,3.4
4.6,29.1,25.4,18.7,8,1.6
6,23.2,28.1,22.3,8.5,2
3.2,19,28.8,27.3,7.4,2.5
2.6,30.9,33.2,29.5,6.7,3.8
3.1,18.1,29.2,30.6,9.2,3.2
6,23.4,30.4,21.8,11.5,2.6
2.6,32.1,33.7,32.7,9.8,4.6
3.6,19.4,31.1,29.3,7.1,3.2
2.6,22.2,30.6,35.2,4.6,2.5
6.3,22.5,26.8,18.9,8.6,3.3
3.3,28.4,31,24.1,7.3,3
3.6,30.1,34.3,19.1,8.7,2.1
3.5,30.7,29.6,30.7,10.8,3.4
3.2,29.3,33.2,20.2,5.8,2.5
3.7,24.8,33.4,26.7,6.1,3.4
4.8,22.6,24.9,26.6,6,3.3
1.8,19.9,28,23,7.2,2.4
3.4,31.1,30.6,25.4,9.3,2.5
5.8,29,25.7,20.7,6.4,2.3
4.4,23.9,33.5,34.1,10.8,2
2.8,21.9,29.9,29.4,10.3,2.9
6.1,23.6,32.1,34.1,7.6,2.5
4.4,21.8,34,24.3,9.9,2
6.1,24,23.8,28.8,4.7,2
7.2,22.8,29.7,26.7,10.5,2.7
3.7,19.6,29.1,19.2,8.3,2.5
7.2,25.9,12.8,20.2,12.2,3
5.7,21.4,38.3,22.9,7.6,2.4
3.5,29.5,28.9,26,8.2,1.9
4.5,23.2,24.6,29.4,7,2.5
4.3,23.9,28.5,25.2,7,2
6.6,32.8,30.8,27,10.3,3.3
3.9,22.5,30.8,18.1,11.5,3.2
5.7,20.1,29.2,23.2,9.7,2.2
9.7,22.4,28,31.2,9.3,3.8
5.7,21.9,30.4,25.7,5.7,3
4.1,22.3,31.7,28.6,6.9,3
7.7,24.8,30.7,24.1,14.1,2.5
8.5,30,29.6,19.9,6,2.8
5,32.7,35.5,32.6,11.1,2.7
3.4,30,30.9,28.6,9.9,2.5
5.3,26.2,28.3,25.6,4.8,2.6
4.3,19.1,32.4,36,8.1,3.5
5.9,20.9,30.9,22.4,8,3.5
3.3,22,32.1,19.3,9,2.9
8.1,30.3,31.4,21.4,6.6,2.7
4.9,26,29.6,23.7,11.8,2.1
5.6,22.6,31,26.2,10.3,4.5
5.8,19.6,29.7,24.8,8.1,2.2
5.4,25.8,32.3,31.3,6.2,2.1
5,31,30.4,27,10.6,2.8
6.9,28.2,32.2,27.1,7.7,2.4
9.3,22.3,33.4,26.2,11.3,2
3.6,22.5,28.8,26.1,6.3,4.1
4.4,27.1,31.7,35,12.9,1.8
5.4,15.8,34.5,18.3,12.7,2.4
6,18.6,31.2,26,8.7,1.7
6.4,26.4,31.1,20.9,6.5,2.4
3.2,20.9,30.2,30.2,7.4,4.1
4.7,23.5,29.8,22.2,11.5,3.1
2.8,20,32.8,23.5,6.3,2.2
3.6,22.8,33.8,30.5,12.1,3.3
6.4,27,28.1,22.4,10,3.4
4.8,26.2,30.7,25.9,5.7,2.7
4.9,27.7,26.3,33.2,6.3,3.8
8.2,21.1,33.9,24.8,13.3,3.5
3.6,30.7,25.7,29.9,13,2.8
5.6,22.6,27.6,24.3,6.4,2.5
4.7,19.6,37.5,32.6,14.6,5.6
6.6,41.1,29.4,30.4,10.8,2.8
4.7,27.1,28.7,32.8,13,2.5
5.8,34.1,30.8,34.9,8.9,5
3.4,29.7,32.3,26.3,10.9,4
5.7,21.7,31.8,24.4,5.7,1.7
7.6,33.6,18.6,28,5,2.2
4.8,24,35.2,30.4,12.6,2.7
3.9,26.8,23.3,26.3,5.7,1.9
5.7,24.9,27.8,21.1,6.6,2.5
4.3,23,29.4,22.9,11.6,3
5.3,20.1,28.8,13.9,8.4,2.2
6.1,28.5,32.4,21.1,0.9,2.2
3.9,23.6,30.4,24.4,11.7,2.2
3.6,27.6,41.1,21.4,11.6,5.7
6.5,27.1,27.8,20.6,10.4,2
2.7,30.6,30.7,22.8,12.4,1.6
4,30.6,27.4,25.5,11.1,2.3
4,28.4,30.6,19.3,6.3,3.5
4.4,30.4,30.5,19.1,6.9,2
4.5,42.3,28.5,38.5,8.6,2.5
6.5,29.2,31.3,25.4,7.3,2.5
3,31.1,29,24.4,9,2.5
4.3,27.8,28.8,27.1,5.7,4.8
5.6,53.3,28.6,26.2,6.5,2.4
4,28.8,32,28.6,10.3,2.6
5.4,21.1,28.6,18.5,8.1,2.8
4,25.8,31.7,22.4,11.6,2.5
2.3,23,28.9,19.1,13.6,2.6
6.5,28.7,30.4,22.5,6.8,4.8
5,30.2,27,31.2,3.5,2.4
6.1,53.3,28.1,21.1,8.3,2.9
5.3,21.9,31.8,24.2,11.5,0.3
5.2,29.1,35.3,20.2,7.6,3.3
5.1,21.1,27.6,28.4,5.3,1.7
5,29.2,28.6,25.4,6,2
4.1,24.5,27.2,17.1,3.7,2.7
7.7,32.1,30.7,27.8,5.8,2.9
2.7,23.9,30.4,18.4,5.8,5.3
7.5,25.4,29.3,37.3,4.4,3.8
4.5,25.4,31.8,27.3,7,2.6
5.2,26,27.9,21.7,11.2,2.3
11.6,38.7,25.5,31.9,6.7,3.8
4.5,32.9,30.1,28.1,4.7,1.6
4.8,28.4,32.3,20,5.7,1.9
4.2,21.3,25.9,26,6.2,3.5
5.2,25.5,32.4,29.8,6.2,2.1
5.2,24.5,16.5,25.9,7.9,2.5
3.3,29.2,31.5,22.6,2.2,3.6
5.9,27.6,32.3,21.2,6.1,2.5
14.1,21,33.4,21.5,12.3,2.7
4.3,33.3,31.2,21.2,10.2,3.1
4.9,22.8,30.2,31,8.2,3.7
5.3,26.1,29.5,24.9,6.5,2.3
4,27,30.8,19.7,8.8,2.3
6.1,30.3,31.4,24.3,7.3,2.7
3.4,23.2,28.8,25.8,5.4,1.6
