,States,City,DiagPer100k,PopCountByMM
19578,NY,New York,13.6,"2,180"
19579,NY,New York,9.2,"3,633"
19580,NY,New York,9.4,"2,930"
19581,NY,New York,15.9,"2,741"
19582,NY,New York,11.4,"4,205"
19583,NY,New York,9.0,"2,309"
19584,NY,New York,10.0,"1,210"
19585,NY,New York,18.0,894
19586,NY,New York,7.1,"3,971"
19587,NY,New York,7.6,"3,366"
19588,NY,New York,18.4,"3,218"
19589,NY,New York,11.4,"2,468"
19590,NY,New York,13.1,"2,052"
19591,NY,New York,9.3,"1,507"
19592,NY,New York,10.8,"5,451"
19593,NY,New York,8.5,"5,323"
19594,NY,New York,11.8,"4,598"
19595,NY,New York,6.1,"1,445"
19596,NY,New York,11.9,"1,979"
19597,NY,New York,11.4,"2,950"
19598,NY,New York,10.8,"3,355"
19599,NY,New York,10.8,"8,660"
19600,NY,New York,12.1,"4,204"
19601,NY,New York,10.5,"5,486"
19602,NY,New York,12.1,"2,454"
19603,NY,New York,10.1,"2,123"
19604,NY,New York,11.6,"5,997"
19605,NY,New York,12.2,"5,068"
19606,NY,New York,13.1,"4,584"
19607,NY,New York,7.9,"4,217"
19608,NY,New York,6.1,"4,400"
19609,NY,New York,12.9,"6,652"
19610,NY,New York,4.5,"8,391"
19611,NY,New York,16.9,"4,315"
19613,NY,New York,12.2,"2,862"
19614,NY,New York,9.2,"1,525"
19615,NY,New York,12.3,"1,422"
19616,NY,New York,10.4,"3,666"
19617,NY,New York,7.8,"4,092"
19618,NY,New York,11.7,"3,987"
19619,NY,New York,11.3,"6,868"
19620,NY,New York,5.7,"15,344"
19621,NY,New York,14.7,"3,587"
19622,NY,New York,12.4,"5,922"
19623,NY,New York,6.5,"4,057"
19624,NY,New York,16.8,"4,311"
19625,NY,New York,14.1,"1,268"
19626,NY,New York,14.1,"4,758"
19627,NY,New York,11.9,"5,027"
19628,NY,New York,10.7,"4,255"
19629,NY,New York,8.3,"3,789"
19630,NY,New York,12.6,"3,706"
19631,NY,New York,6.6,"2,251"
19632,NY,New York,12.4,"2,471"
19633,NY,New York,11.6,"1,471"
19634,NY,New York,9.9,"1,927"
19635,NY,New York,9.4,"7,021"
19636,NY,New York,16.4,"3,441"
19637,NY,New York,12.5,"1,925"
19638,NY,New York,14.2,"3,426"
19639,NY,New York,13.3,"1,521"
19640,NY,New York,9.3,"5,433"
19641,NY,New York,3.6,"1,372"
19642,NY,New York,8.7,"4,551"
19643,NY,New York,12.9,"2,571"
19645,NY,New York,16.4,"1,631"
19646,NY,New York,9.7,"3,753"
19647,NY,New York,11.3,"2,939"
19648,NY,New York,9.3,"2,419"
19649,NY,New York,17.9,"3,058"
19650,NY,New York,9.3,"2,432"
19651,NY,New York,5.3,"4,790"
19652,NY,New York,9.9,"3,823"
19653,NY,New York,15.7,"6,996"
19654,NY,New York,8.1,"3,705"
19655,NY,New York,13.1,"3,845"
19656,NY,New York,10.6,"2,644"
19657,NY,New York,10.3,"3,394"
19658,NY,New York,12.1,"3,733"
19659,NY,New York,22.5,"1,648"
19660,NY,New York,13.2,"3,313"
19661,NY,New York,8.4,"3,836"
19662,NY,New York,11.6,"2,397"
19663,NY,New York,9.7,"4,108"
19667,NY,Syracuse,15.0,"2,434"
19668,NY,Rochester,16.8,"1,843"
19669,NY,Syracuse,9.6,"4,004"
19671,NY,Yonkers,7.8,"4,925"
19672,NY,Rochester,15.4,"2,912"
19676,NY,Schenectady,8.4,"2,294"
19679,NY,Rochester,17.9,"2,925"
19682,NY,Yonkers,12.0,"3,892"
19684,NY,Rochester,17.7,"1,987"
19686,NY,Yonkers,10.9,"3,522"
19687,NY,Syracuse,8.1,"2,146"
19691,NY,Rochester,15.8,"2,042"
19693,NY,Schenectady,9.4,"3,429"
19694,NY,Syracuse,9.3,"5,120"
19696,NY,Rochester,12.4,"210,565"
19697,NY,Syracuse,13.0,"3,534"
19704,NY,Rochester,19.1,"2,591"
19713,NY,Yonkers,8.9,"5,397"
19716,NY,Yonkers,12.0,"4,122"
19718,NY,Syracuse,11.6,"2,064"
19719,NY,Rochester,18.8,"1,898"
19721,NY,Syracuse,11.8,"1,510"
19724,NY,Yonkers,10.9,"4,461"
19727,NY,Schenectady,11.3,"3,734"
19728,NY,Syracuse,10.6,"3,545"
19729,NY,Rochester,13.9,"2,828"
19736,NY,Rochester,5.4,"4,626"
19740,NY,Rochester,6.4,"1,924"
19742,NY,Rochester,18.8,"1,777"
19747,NY,Yonkers,9.5,"1,728"
19749,NY,Syracuse,9.8,"3,894"
19750,NY,Rochester,21.2,"2,446"
19751,NY,Yonkers,8.9,"3,076"
19754,NY,Syracuse,7.5,"3,729"
19757,NY,Rochester,11.0,"4,812"
19758,NY,Syracuse,10.9,"2,438"
19760,NY,Schenectady,18.1,"2,341"
19761,NY,Rochester,17.4,"2,399"
19762,NY,Syracuse,11.5,"3,646"
19768,NY,Rochester,12.8,"3,177"
19769,NY,Rochester,8.0,"1,495"
19774,NY,Yonkers,10.8,"2,232"
19776,NY,Syracuse,12.7,"2,184"
19778,NY,Rochester,19.2,"1,543"
19779,NY,Rochester,14.4,"1,932"
19780,NY,Yonkers,19.6,"1,813"
19781,NY,Yonkers,9.2,"1,626"
19782,NY,Syracuse,8.6,"1,472"
19789,NY,Yonkers,15.8,"5,798"
19792,NY,Yonkers,12.8,"4,993"
19793,NY,Yonkers,9.8,"3,356"
19794,NY,Rochester,5.7,"3,074"
19795,NY,Rochester,11.6,"3,981"
19797,NY,Syracuse,17.9,"2,111"
19803,NY,Syracuse,10.5,"2,545"
19804,NY,Rochester,19.3,"1,021"
19805,NY,Yonkers,9.0,"3,356"
19807,NY,Rochester,13.1,"3,678"
19809,NY,Syracuse,9.5,579
19811,NY,Schenectady,4.7,"3,150"
19812,NY,Syracuse,5.3,"4,227"
19813,NY,Rochester,15.6,"1,499"
19820,NY,Syracuse,17.3,"3,099"
19823,NY,Rochester,11.6,"3,869"
19826,NY,Yonkers,12.6,"1,599"
19827,NY,Rochester,10.5,"1,514"
19832,NY,Rochester,14.3,"1,327"
19833,NY,Schenectady,10.8,"2,833"
19834,NY,Rochester,17.5,"3,071"
19837,NY,Syracuse,17.7,"2,127"
19838,NY,Syracuse,13.6,"2,358"
19839,NY,Schenectady,8.4,"4,559"
19844,NY,Syracuse,15.9,"1,580"
19846,NY,Schenectady,12.6,"3,052"
19848,NY,Rochester,14.1,"4,390"
19851,NY,Yonkers,8.6,"2,855"
19852,NY,Rochester,15.3,"2,428"
19853,NY,Syracuse,19.7,"2,065"
19855,NY,Rochester,14.1,"210,565"
19856,NY,Rochester,7.1,"1,452"
19861,NY,Syracuse,8.4,"2,526"
19865,NY,Rochester,16.9,"3,066"
19870,NY,Syracuse,7.0,"1,473"
19871,NY,Rochester,4.6,"3,740"
19872,NY,Syracuse,10.9,"145,170"
19873,NY,Yonkers,14.1,"5,902"
19876,NY,Yonkers,11.0,"5,315"
19877,NY,Syracuse,14.5,"2,520"
19878,NY,Schenectady,12.6,"1,517"
19880,NY,Yonkers,12.3,"7,669"
19881,NY,Yonkers,9.1,"2,033"
19888,NY,Rochester,17.4,"1,640"
19889,NY,Syracuse,14.0,"1,736"
19890,NY,Yonkers,9.4,"2,538"
19891,NY,Syracuse,17.2,"1,834"
19892,NY,Yonkers,12.7,"6,810"
19895,NY,Yonkers,9.8,"4,098"
19896,NY,Rochester,8.2,"2,506"
19897,NY,Rochester,7.4,"2,458"
19899,NY,Rochester,12.0,"3,577"
19904,NY,Schenectady,9.3,"2,782"
19906,NY,Yonkers,9.3,"1,687"
19907,NY,Yonkers,12.0,"5,265"
19908,NY,Rochester,16.6,"1,981"
19909,NY,Yonkers,12.7,"1,596"
19910,NY,Rochester,1.3,"2,320"
19911,NY,Syracuse,5.9,"2,683"
19917,NY,Syracuse,20.6,"1,975"
19918,NY,Syracuse,10.5,"2,647"
19919,NY,Rochester,10.5,"5,182"
19920,NY,Yonkers,13.4,"4,948"
19922,NY,Yonkers,9.2,"4,669"
19927,NY,Rochester,13.3,"3,084"
19935,NY,Rochester,15.1,"1,752"
19937,NY,Syracuse,10.9,"2,673"
19940,NY,Rochester,7.1,"2,703"
19941,NY,Yonkers,7.8,"3,147"
19942,NY,Yonkers,9.0,"3,386"
19945,NY,Rochester,16.3,"1,227"
19947,NY,Yonkers,9.4,"2,887"
19950,NY,Schenectady,12.8,"4,102"
19952,NY,Syracuse,2.6,"2,483"
19954,NY,Rochester,12.8,"3,696"
19955,NY,Syracuse,12.3,"2,748"
19956,NY,Yonkers,12.3,"3,329"
19957,NY,Rochester,11.8,"3,039"
19959,NY,Rochester,9.1,"4,575"
19963,NY,Schenectady,11.6,"2,596"
19964,NY,Syracuse,13.6,"2,118"
19967,NY,Rochester,18.9,"1,907"
19969,NY,Rochester,9.0,"2,790"
19974,NY,Syracuse,15.3,"3,602"
19976,NY,Yonkers,10.7,"4,096"
19978,NY,Rochester,17.3,"2,272"
19979,NY,Rochester,15.8,"2,189"
19980,NY,Rochester,17.2,"2,379"
19982,NY,Syracuse,4.6,"2,418"
19984,NY,Yonkers,10.6,"1,730"
19985,NY,Yonkers,19.4,"3,812"
19986,NY,Syracuse,9.3,"2,682"
19989,NY,Schenectady,13.0,"3,710"
19991,NY,Rochester,14.7,"3,073"
19992,NY,Syracuse,17.7,"2,510"
19993,NY,Schenectady,9.3,"1,975"
19997,NY,Rochester,18.4,"1,594"
20000,NY,Rochester,11.4,"1,657"
20002,NY,Rochester,18.8,"1,432"
20003,NY,Syracuse,12.5,"145,170"
20005,NY,Yonkers,10.1,"4,003"
20007,NY,Syracuse,12.8,"2,791"
20008,NY,Rochester,5.9,"3,668"
20009,NY,Yonkers,8.8,"4,634"
20013,NY,Schenectady,11.8,"3,405"
20015,NY,Syracuse,10.8,"3,707"
20018,NY,Rochester,17.4,"1,968"
20020,NY,Yonkers,10.0,"4,175"
20023,NY,Rochester,15.9,"2,345"
20027,NY,Rochester,7.8,"7,253"
20032,NY,Rochester,7.9,"2,353"
20033,NY,Syracuse,7.4,"2,735"
20038,NY,Schenectady,11.2,"5,513"
20039,NY,Syracuse,11.0,"1,853"
20040,NY,Rochester,10.6,"2,530"
20041,NY,Yonkers,9.4,"3,882"
20045,NY,Yonkers,11.1,"195,976"
20046,NY,Schenectady,9.3,"2,999"
20047,NY,Rochester,11.6,"4,048"
20050,NY,Schenectady,10.5,"6,401"
20051,NY,Rochester,21.1,"1,303"
20054,NY,Syracuse,9.2,"1,495"
20059,NY,Syracuse,8.4,"3,078"
20063,NY,Rochester,9.4,"3,415"
20064,NY,Yonkers,10.3,"3,711"
20067,NY,Yonkers,10.8,"5,074"
20068,NY,Syracuse,8.2,"1,879"
20070,NY,Schenectady,10.5,"66,135"
20071,NY,Syracuse,19.3,"4,096"
20073,NY,Yonkers,15.2,"5,282"
20074,NY,Yonkers,10.2,"2,689"
20075,NY,Rochester,16.9,"4,254"
20076,NY,Syracuse,14.5,"2,404"
20077,NY,Yonkers,9.6,"6,517"
20078,NY,Yonkers,9.6,"4,641"
20084,NY,Rochester,17.0,"2,589"
20093,NY,Schenectady,6.2,"1,683"
20094,NY,Rochester,10.9,"1,827"
20095,NY,Syracuse,11.0,"1,956"
20096,NY,Syracuse,9.7,"2,264"
20097,NY,Yonkers,10.1,"2,011"
20098,NY,Rochester,15.2,"3,573"
20100,NY,Yonkers,8.8,"2,302"
20101,NY,Yonkers,15.0,"6,977"
20102,NY,Yonkers,10.3,"3,463"
20107,NY,Rochester,12.4,"2,963"
20109,NY,Schenectady,11.0,"66,135"
20115,NY,Rochester,12.9,"1,116"
20117,NY,Rochester,21.3,"1,616"
20122,NY,Yonkers,8.8,"2,947"
20123,NY,Rochester,14.6,"1,441"
20127,NY,Syracuse,18.6,"2,761"
20128,NY,Syracuse,8.9,"1,561"
20130,NY,Rochester,8.1,"2,938"
20134,NY,Syracuse,10.9,"1,588"
20136,NY,Rochester,17.3,"2,087"
20137,NY,Schenectady,11.3,"4,060"
20139,NY,Rochester,16.6,"1,915"
20141,NY,Rochester,19.2,"3,033"
20143,NY,Syracuse,4.2,"6,978"
20147,NY,Rochester,11.3,"2,963"
20155,NY,Syracuse,14.6,"2,983"
